id,date,stadium,season,tournament,round,home_team,away_team
652806,2021-01-09 23:00:00+00:00,Estadio Jalisco,2020,Clausura,1,Atlas,Monterrey
143454,2017-08-12 02:00:00+00:00,Estadio Jalisco,2017,Apertura,4,Atlas,Club America
1150289,2024-02-28 01:00:00+00:00,Estadio Corregidora,2023,Clausura,9,Club Queretaro,Atletico San Luis
721807,2021-09-26 00:00:00+00:00,Estadio Universitario de Nuevo Leon,2021,Apertura,10,Tigres UANL,U.N.A.M. - Pumas
864110,2022-07-10 22:00:00+00:00,Estadio La Corregidora,2022,Apertura,2,Club Queretaro,Necaxa
569677,2020-08-07 00:00:00+00:00,Estadio Hidalgo,2020,Apertura,3,Pachuca,Club Queretaro
143517,2017-09-27 01:00:00+00:00,Estadio Cuauhtemoc,2017,Apertura,11,Puebla,Atlas
120158,2018-12-14 02:30:00+00:00,Estadio Azteca,2018,Apertura,Finals,Club America,Cruz Azul
974419,2023-04-02 18:00:00+00:00,Estadio Nemesio Diez,2022,Clausura,13,Toluca,Tigres UANL
143243,2019-05-24 01:45:00+00:00,Estadio Universitario (UANL),2018,Clausura,Finals,Tigres UANL,Leon
1031359,2023-10-01 00:40:00+00:00,Estadio Azteca,2023,Apertura,10,Club America,U.N.A.M. - Pumas
652937,2021-04-20 02:00:00+00:00,Estadio Leon,2020,Clausura,15,Leon,FC Juarez
1206031,2024-07-20 03:05:00+00:00,Estadio Cuauhtemoc,2024,Apertura,4,Puebla,Atlas
1198984,2024-05-09 03:16:00+00:00,Estadio Hidalgo,2023,Clausura,Quarter-finals,Pachuca,Club America
864125,2022-07-23 22:00:00+00:00,Estadio Nemesio Diez,2022,Apertura,4,Toluca,Santos Laguna
652949,2021-05-01 02:30:00+00:00,Estadio Olimpico Benito Juarez,2020,Clausura,17,FC Juarez,Toluca
721763,2021-08-19 00:00:00+00:00,Estadio Nuevo Corona,2021,Apertura,5,Santos Laguna,Atlas
816432,2022-04-03 03:00:00+00:00,Estadio Olimpico Benito Juarez,2021,Clausura,12,FC Juarez,U.N.A.M. - Pumas
143786,2016-07-31 23:00:00+00:00,Estadio TSM Corona,2016,Apertura,3,Santos Laguna,Monarcas
974350,2023-02-10 01:05:00+00:00,Estadio La Corregidora,2022,Clausura,6,Club Queretaro,Leon
816465,2022-04-23 02:00:00+00:00,Estadio Olimpico Benito Juarez,2021,Clausura,16,FC Juarez,Mazatlan
569799,2020-11-01 01:00:00+00:00,Estadio Olimpico de Universitario,2020,Apertura,16,U.N.A.M. - Pumas,Guadalajara Chivas
1024693,2023-05-08 01:06:00+00:00,Estadio Leon,2022,Clausura,Reclasificacion,Leon,Atletico San Luis
1150259,2024-02-10 23:05:00+00:00,Estadio AKRON,2023,Clausura,6,Guadalajara Chivas,FC Juarez
143443,2017-07-30 23:30:00+00:00,Estadio TSM Corona,2017,Apertura,2,Santos Laguna,Tigres UANL
569721,2020-09-01 02:05:00+00:00,Estadio Leon,2020,Apertura,7,Leon,Atlas
143668,2017-02-19 18:00:00+00:00,Estadio Olimpico Universitario,2016,Clausura,7,U.N.A.M. - Pumas,Club Tijuana
1028349,2023-05-29 01:35:00+00:00,Estadio AKRON,2022,Clausura,Final,Guadalajara Chivas,Tigres UANL
143393,2018-04-08 00:00:00+00:00,Estadio BBVA Bancomer (Guadalupe),2017,Clausura,14,Monterrey,U.N.A.M. - Pumas
864241,2022-10-01 22:05:00+00:00,Estadio BBVA,2022,Apertura,17,Monterrey,Pachuca
120370,2018-08-22 00:00:00+00:00,Estadio Jose Maria Morelos y Pavon,2018,Apertura,6,Monarcas,Pachuca
120441,2018-10-21 23:00:00+00:00,Estadio Jose Maria Morelos y Pavon,2018,Apertura,13,Monarcas,Puebla
569743,2020-09-13 00:00:00+00:00,Estadio Universitario de Nuevo Leon,2020,Apertura,10,Tigres UANL,Santos Laguna
814003,2021-12-03 03:00:00+00:00,Estadio Olimpico de Universitario,2021,Apertura,Semi-finals,U.N.A.M. - Pumas,Atlas
816443,2022-04-10 02:00:00+00:00,Estadio Azteca,2021,Clausura,13,Club America,FC Juarez
569707,2020-08-23 00:00:00+00:00,Estadio Jalisco,2020,Apertura,6,Atlas,Club Queretaro
120305,2019-04-21 17:00:00+00:00,Estadio Nemesio Diez,2018,Clausura,15,Toluca,Club America
963836,2022-10-09 17:00:00+00:00,Estadio Nemesio Diez,2022,Apertura,Reclasificacion,Toluca,FC Juarez
1197972,2024-05-03 01:00:00+00:00,Estadio Victoria,2023,Clausura,Reclasificacion,Necaxa,Club Queretaro
169241,2019-11-25 01:00:00+00:00,Estadio Olimpico Benito Juarez,2019,Apertura,19,FC Juarez,Tigres UANL
816478,2022-05-01 02:00:00+00:00,Estadio Azteca,2021,Clausura,17,Club America,Cruz Azul
120373,2018-08-22 02:00:00+00:00,Estadio Akron,2018,Apertura,6,Guadalajara Chivas,Necaxa
120223,2019-02-10 03:00:00+00:00,Estadio Victoria,2018,Clausura,6,Necaxa,Guadalajara Chivas
973618,2023-01-09 03:10:00+00:00,Estadio Caliente,2022,Clausura,1,Club Tijuana,Cruz Azul
143772,2016-07-24 00:00:00+00:00,Estadio Universitario (UANL),2016,Apertura,2,Tigres UANL,Atlas
143266,2017-11-26 03:00:00+00:00,Estadio Generalisimo Jose Maria Morelos y Pavon (Morelia),2017,Apertura,Quarter-finals,Monarcas,Toluca
143609,2017-01-08 01:00:00+00:00,Estadio Universitario (UANL),2016,Clausura,1,Tigres UANL,Santos Laguna
652810,2021-01-12 03:00:00+00:00,Estadio Hidalgo,2020,Clausura,1,Pachuca,FC Juarez
864118,2022-07-17 22:00:00+00:00,Estadio Alfonso Lastras Ramirez,2022,Apertura,3,Atletico San Luis,Monterrey
143597,2016-12-02 03:00:00+00:00,Estadio Victoria,2016,Apertura,Semi-finals,Necaxa,Club America
1206071,2024-09-19 01:05:00+00:00,Estadio AKRON,2024,Apertura,8,Guadalajara Chivas,Leon
169077,2019-07-21 02:00:00+00:00,Estadio Victoria de Aguascalientes,2019,Apertura,1,Necaxa,Cruz Azul
120367,2018-08-19 02:06:00+00:00,Estadio BBVA Bancomer,2018,Apertura,5,Monterrey,U.N.A.M. - Pumas
816353,2022-01-23 03:06:00+00:00,Estadio BBVA,2021,Clausura,3,Monterrey,Cruz Azul
143810,2016-08-21 02:00:00+00:00,Estadio Victoria,2016,Apertura,6,Necaxa,Club Tijuana
816373,2022-03-16 03:06:00+00:00,Estadio BBVA,2021,Clausura,5,Monterrey,FC Juarez
143812,2016-08-21 17:00:00+00:00,Estadio Olimpico Universitario,2016,Apertura,6,U.N.A.M. - Pumas,Monterrey
143292,2018-01-20 03:00:00+00:00,Estadio Jalisco (Guadalajara),2017,Clausura,3,Atlas,Toluca
1031279,2023-07-02 01:00:00+00:00,Estadio Universitario,2023,Apertura,1,Tigres UANL,Puebla
120215,2019-02-03 22:00:00+00:00,Estadio Universitario BUAP,2018,Clausura,5,Lobos Buap,Pachuca
143748,2017-04-30 02:00:00+00:00,Estadio Azteca,2016,Clausura,16,Club America,Atlas
1206106,2024-10-19 23:00:00+00:00,Estadio Hidalgo,2024,Apertura,12,Pachuca,Guadalajara Chivas
1031321,2023-08-27 01:00:00+00:00,Estadio Azteca,2023,Apertura,6,Club America,Leon
169212,2019-10-31 03:00:00+00:00,Estadio Universitario de Nuevo Leon,2019,Apertura,16,Tigres UANL,Toluca
120216,2019-02-05 00:36:00+00:00,Estadio Akron,2018,Clausura,5,Guadalajara Chivas,Veracruz
293422,2020-01-12 01:00:00+00:00,Estadio Leon,2019,Clausura,1,Leon,Club Queretaro
974379,2023-02-25 23:00:00+00:00,Estadio Azteca,2022,Clausura,9,Cruz Azul,FC Juarez
120206,2019-01-27 22:00:00+00:00,Estadio La Corregidora,2018,Clausura,4,Club Queretaro,Leon
816418,2022-03-13 23:00:00+00:00,Estadio Alfonso Lastras Ramirez,2021,Clausura,10,Atletico San Luis,Puebla
143257,2018-05-04 02:30:00+00:00,Estadio Generalisimo Jose Maria Morelos y Pavon (Morelia),2017,Clausura,Quarter-finals,Monarcas,Toluca
120282,2019-04-06 23:06:00+00:00,Estadio Azteca,2018,Clausura,13,Cruz Azul,Club Queretaro
974446,2023-04-23 03:10:00+00:00,Estadio Azteca,2022,Clausura,16,Club America,U.N.A.M. - Pumas
143530,2017-10-01 00:06:00+00:00,Estadio Miguel Hidalgo,2017,Apertura,12,Pachuca,Necaxa
143715,2017-04-08 02:00:00+00:00,Estadio Caliente,2016,Clausura,13,Club Tijuana,Club America
293482,2020-02-29 03:00:00+00:00,Estadio Generalisimo Jose Maria Morelos y Pavon,2019,Clausura,8,Monarcas,Cruz Azul
652940,2021-04-24 02:35:00+00:00,Estadio de Mazatlan,2020,Clausura,16,Mazatlan,Leon
816445,2022-04-12 02:00:00+00:00,Estadio Hidalgo,2021,Clausura,13,Pachuca,Club Tijuana
143525,2017-09-30 00:00:00+00:00,Estadio Jose Maria Morelos y Pavon,2017,Apertura,12,Monarcas,Club Tijuana
1150360,2024-04-28 01:00:00+00:00,Estadio Nemesio Diez,2023,Clausura,17,Toluca,Cruz Azul
816417,2022-03-13 18:00:00+00:00,Estadio Nemesio Diez,2021,Clausura,10,Toluca,Pachuca
1031302,2023-08-19 03:06:00+00:00,Estadio Cuauhtemoc,2023,Apertura,4,Puebla,Atletico San Luis
1150283,2024-02-15 03:00:00+00:00,Estadio Jalisco,2023,Clausura,9,Atlas,U.N.A.M. - Pumas
570962,2020-07-25 00:30:00+00:00,Estadio Victoria de Aguascalientes,2020,Apertura,1,Necaxa,Tigres UANL
721819,2021-11-04 03:00:00+00:00,Estadio Azteca,2021,Apertura,11,Cruz Azul,Leon
816458,2022-04-20 02:00:00+00:00,Estadio Nemesio Diez,2021,Clausura,15,Toluca,FC Juarez
120456,2018-11-04 03:00:00+00:00,Estadio Universitario BUAP,2018,Apertura,15,Lobos Buap,Club Tijuana
1318625,2024-12-06 02:00:00+00:00,Estadio Ciudad de los Deportes,2024,Apertura,Semi-finals,Club America,Cruz Azul
143385,2018-04-01 01:00:00+00:00,Estadio Universitario de Nuevo Leon (San Nicolas de los Garza),2017,Clausura,13,Tigres UANL,Leon
120284,2019-04-07 01:00:00+00:00,Estadio Leon,2018,Clausura,13,Leon,Necaxa
120429,2018-10-07 02:06:00+00:00,Estadio Akron,2018,Apertura,12,Guadalajara Chivas,U.N.A.M. - Pumas
169156,2019-09-21 22:00:00+00:00,Estadio BBVA Bancomer,2019,Apertura,10,Monterrey,Puebla
721856,2021-10-25 02:00:00+00:00,Estadio Hidalgo,2021,Apertura,15,Pachuca,FC Juarez
143491,2017-09-09 22:00:00+00:00,Estadio La Corregidora,2017,Apertura,8,Club Queretaro,Leon
721821,2021-10-02 00:00:00+00:00,Estadio Cuauhtemoc,2021,Apertura,12,Puebla,Pachuca
1206049,2024-08-31 02:00:00+00:00,Estadio El Encanto,2024,Apertura,6,Mazatlan,Puebla
652929,2021-04-17 00:30:00+00:00,Estadio Victoria de Aguascalientes,2020,Clausura,15,Necaxa,Club Queretaro
120231,2019-02-17 01:00:00+00:00,Estadio Leon,2018,Clausura,7,Leon,Toluca
143654,2017-02-12 01:00:00+00:00,Estadio Jalisco,2016,Clausura,6,Atlas,Guadalajara Chivas
569687,2020-08-12 00:00:00+00:00,Estadio Hidalgo,2020,Apertura,4,Pachuca,Leon
120352,2018-08-11 00:00:00+00:00,Estadio Cuauhtemoc,2018,Apertura,4,Puebla,Veracruz
861506,2022-05-13 02:05:00+00:00,Estadio AKRON,2021,Clausura,Quarter-finals,Guadalajara Chivas,Atlas
143461,2017-08-13 23:30:00+00:00,Estadio TSM Corona,2017,Apertura,4,Santos Laguna,Veracruz
293470,2020-02-16 23:00:00+00:00,Estadio Victoria de Aguascalientes,2019,Clausura,6,Necaxa,Club Queretaro
120202,2019-01-26 23:00:00+00:00,Estadio BBVA Bancomer,2018,Clausura,4,Monterrey,Club America
143757,2017-05-07 02:00:00+00:00,Estadio Victoria,2016,Clausura,17,Necaxa,Guadalajara Chivas
864217,2022-09-11 21:00:00+00:00,Estadio Azteca,2022,Apertura,14,Cruz Azul,Mazatlan
816365,2022-02-12 01:00:00+00:00,Estadio de Mazatlan,2021,Clausura,5,Mazatlan,Club Tijuana
120171,2018-12-02 18:00:00+00:00,Estadio Olimpico Universitario,2018,Apertura,Quarter-finals,U.N.A.M. - Pumas,Tigres UANL
652954,2021-05-03 02:05:00+00:00,Estadio Olimpico de Universitario,2020,Clausura,17,U.N.A.M. - Pumas,Club America
860912,2022-05-08 01:06:00+00:00,Estadio BBVA,2021,Clausura,Reclasificacion,Monterrey,Atletico San Luis
1031285,2023-07-09 00:06:00+00:00,Estadio Olimpico Benito Juarez,2023,Apertura,2,FC Juarez,Tigres UANL
816479,2022-05-01 17:00:00+00:00,Estadio Olimpico de Universitario,2021,Clausura,17,U.N.A.M. - Pumas,Pachuca
143546,2017-10-21 22:00:00+00:00,Estadio La Corregidora,2017,Apertura,14,Club Queretaro,Santos Laguna
721722,2021-07-23 02:00:00+00:00,Estadio La Corregidora,2021,Apertura,1,Club Queretaro,Club America
721867,2021-11-06 01:00:00+00:00,Estadio Cuauhtemoc,2021,Apertura,17,Puebla,Toluca
1206107,2024-10-20 01:06:00+00:00,Estadio Olimpico Benito Juarez,2024,Apertura,12,FC Juarez,Leon
169072,2019-07-20 02:45:00+00:00,Estadio Jalisco,2019,Apertura,1,Atlas,FC Juarez
293425,2020-02-05 02:30:00+00:00,Estadio Cuauhtemoc,2019,Clausura,1,Puebla,Club America
816460,2022-04-21 00:00:00+00:00,Estadio Alfonso Lastras Ramirez,2021,Clausura,15,Atletico San Luis,U.N.A.M. - Pumas
652843,2021-02-06 23:00:00+00:00,Estadio Jalisco,2020,Clausura,5,Atlas,Santos Laguna
120255,2019-03-09 23:00:00+00:00,Estadio Miguel Hidalgo,2018,Clausura,10,Pachuca,Club Tijuana
169083,2019-07-28 02:06:00+00:00,Estadio Caliente,2019,Apertura,2,Club Tijuana,Club Queretaro
864222,2022-09-19 02:00:00+00:00,Estadio Alfonso Lastras Ramirez,2022,Apertura,15,Atletico San Luis,Pachuca
974353,2023-02-11 03:10:00+00:00,Estadio Caliente,2022,Clausura,6,Club Tijuana,Atletico San Luis
120172,2019-01-05 01:00:00+00:00,Estadio Jose Maria Morelos y Pavon,2018,Clausura,1,Monarcas,Toluca
1031296,2023-07-15 03:10:00+00:00,Estadio Caliente,2023,Apertura,3,Club Tijuana,Cruz Azul
143782,2016-07-31 00:06:00+00:00,Estadio Miguel Hidalgo,2016,Apertura,3,Pachuca,Necaxa
1031278,2023-07-01 23:00:00+00:00,Estadio Alfonso Lastras Ramirez,2023,Apertura,1,Atletico San Luis,Monterrey
1206148,2024-11-09 03:00:00+00:00,Estadio El Encanto,2024,Apertura,17,Mazatlan,U.N.A.M. - Pumas
864116,2022-07-17 00:05:00+00:00,Estadio Nuevo Corona,2022,Apertura,3,Santos Laguna,Guadalajara Chivas
721751,2021-08-14 02:00:00+00:00,Estadio Olimpico Benito Juarez,2021,Apertura,4,FC Juarez,Club Tijuana
569792,2020-10-26 01:06:00+00:00,Estadio Nuevo Corona,2020,Apertura,15,Santos Laguna,Atletico San Luis
169103,2019-08-11 00:00:00+00:00,Estadio Universitario de Nuevo Leon,2019,Apertura,4,Tigres UANL,Necaxa
816348,2022-01-22 03:00:00+00:00,Estadio de Mazatlan,2021,Clausura,3,Mazatlan,Toluca
169128,2019-08-28 02:00:00+00:00,Estadio Azteca,2019,Apertura,7,Club America,Pachuca
864105,2022-07-09 02:05:00+00:00,Estadio Caliente,2022,Apertura,2,Club Tijuana,FC Juarez
120180,2019-03-06 02:50:00+00:00,Estadio Azteca,2018,Clausura,1,Club America,Necaxa
293495,2020-03-08 03:06:00+00:00,Estadio Jalisco,2019,Clausura,9,Atlas,Guadalajara Chivas
143613,2017-01-08 18:00:00+00:00,Estadio Nemesio Diez,2016,Clausura,1,Toluca,Atlas
721833,2021-10-17 00:05:00+00:00,Estadio Hidalgo,2021,Apertura,13,Pachuca,Santos Laguna
652922,2021-04-11 22:00:00+00:00,Estadio Jalisco,2020,Clausura,14,Atlas,Leon
721795,2021-09-18 02:00:00+00:00,Estadio Victoria de Aguascalientes,2021,Apertura,9,Necaxa,Atlas
1150325,2024-03-31 23:00:00+00:00,Estadio Jalisco,2023,Clausura,13,Atlas,Club Queretaro
864185,2022-08-27 02:05:00+00:00,Estadio de Mazatlan,2022,Apertura,11,Mazatlan,Club America
1315383,2024-11-29 01:00:00+00:00,Estadio Alfonso Lastras Ramirez,2024,Apertura,Quarter-finals,Atletico San Luis,Tigres UANL
864174,2022-09-14 02:05:00+00:00,Estadio AKRON,2022,Apertura,9,Guadalajara Chivas,Tigres UANL
1206011,2024-07-08 01:06:00+00:00,Estadio Hidalgo,2024,Apertura,1,Pachuca,Monterrey
813306,2021-11-28 01:00:00+00:00,Estadio Azteca,2021,Apertura,Quarter-finals,Club America,U.N.A.M. - Pumas
974457,2023-05-01 01:05:00+00:00,Estadio Leon,2022,Clausura,17,Leon,Tigres UANL
120297,2019-04-15 01:30:00+00:00,Estadio BBVA Bancomer,2018,Clausura,14,Monterrey,Santos Laguna
1206142,2024-11-07 01:00:00+00:00,Estadio Universitario (UANL),2024,Apertura,16,Tigres UANL,Toluca
652893,2021-03-13 01:30:00+00:00,Estadio Cuauhtemoc,2020,Clausura,11,Puebla,Atlas
143410,2018-04-21 22:00:00+00:00,Estadio Azul (Ciudad de Mexico (D.F.)),2017,Clausura,16,Cruz Azul,Monarcas
143697,2017-03-18 03:00:00+00:00,Estadio Caliente,2016,Clausura,11,Club Tijuana,Santos Laguna
864108,2022-07-10 02:05:00+00:00,Estadio BBVA,2022,Apertura,2,Monterrey,Club America
293480,2020-02-24 01:00:00+00:00,Estadio Olimpico Benito Juarez,2019,Clausura,7,FC Juarez,Santos Laguna
816421,2022-03-21 03:06:00+00:00,Estadio Caliente,2021,Clausura,11,Club Tijuana,FC Juarez
974351,2023-02-10 03:05:00+00:00,Estadio Jalisco,2022,Clausura,6,Atlas,Monterrey
974362,2023-02-16 01:05:00+00:00,Estadio BBVA,2022,Clausura,7,Monterrey,Club Queretaro
120425,2018-10-06 02:10:00+00:00,Estadio Luis Pirata Fuente,2018,Apertura,12,Veracruz,Necaxa
648093,2020-11-26 03:06:00+00:00,Estadio AKRON,2020,Apertura,Quarter-finals,Guadalajara Chivas,Club America
721848,2021-10-23 02:00:00+00:00,Estadio de Mazatlan,2021,Apertura,15,Mazatlan,Club Queretaro
291435,2019-12-01 01:00:00+00:00,Estadio Leon,2019,Apertura,Quarter-finals,Leon,Monarcas
816341,2022-01-16 01:00:00+00:00,Estadio Universitario de Nuevo Leon,2021,Clausura,2,Tigres UANL,Puebla
143398,2018-04-08 23:00:00+00:00,Estadio Nuevo Corona (Torreon),2017,Clausura,14,Santos Laguna,Club Queretaro
1150216,2024-01-14 03:00:00+00:00,Estadio Caliente,2023,Clausura,1,Club Tijuana,Club America
143284,2018-01-13 23:00:00+00:00,Estadio Universitario BUAP (Puebla),2017,Clausura,2,Lobos Buap,Club Queretaro
1150297,2024-03-03 01:05:00+00:00,Estadio Azteca,2023,Clausura,10,Cruz Azul,Guadalajara Chivas
974331,2023-01-23 01:10:00+00:00,Estadio Hidalgo,2022,Clausura,3,Pachuca,FC Juarez
652888,2021-03-07 01:00:00+00:00,Estadio Azteca,2020,Clausura,10,Club America,Leon
974422,2023-04-08 01:05:00+00:00,Estadio Cuauhtemoc,2022,Clausura,14,Puebla,Toluca
816430,2022-04-03 01:00:00+00:00,Estadio Victoria de Aguascalientes,2021,Clausura,12,Necaxa,Club America
143607,2017-01-07 03:00:00+00:00,Estadio Luis Pirata Fuente,2016,Clausura,1,Veracruz,Club Queretaro
120261,2019-03-10 22:00:00+00:00,Estadio Universitario BUAP,2018,Clausura,10,Lobos Buap,Leon
143643,2017-02-04 01:30:00+00:00,Estadio Cuauhtemoc,2016,Clausura,5,Puebla,Atlas
569756,2020-09-21 00:00:00+00:00,Estadio Alfonso Lastras Ramirez,2020,Apertura,11,Atletico San Luis,Monterrey
169202,2019-10-27 00:00:00+00:00,Estadio Leon,2019,Apertura,15,Leon,Atletico San Luis
1150249,2024-02-03 23:00:00+00:00,Estadio Nemesio Diez,2023,Clausura,5,Toluca,Leon
963838,2022-10-09 21:30:00+00:00,Estadio Cuauhtemoc,2022,Apertura,Reclasificacion,Puebla,Guadalajara Chivas
1031426,2023-09-24 18:00:00+00:00,Estadio Nemesio Diez,2023,Apertura,9,Toluca,Club America
816399,2022-03-03 03:00:00+00:00,Estadio Alfonso Lastras Ramirez,2021,Clausura,8,Atletico San Luis,Guadalajara Chivas
143725,2017-04-16 00:00:00+00:00,Estadio Luis Pirata Fuente,2016,Clausura,14,Veracruz,Necaxa
1031405,2023-11-04 22:55:00+00:00,Estadio Universitario,2023,Apertura,16,Tigres UANL,Atletico San Luis
291436,2019-11-28 03:00:00+00:00,Estadio Victoria de Aguascalientes,2019,Apertura,Quarter-finals,Necaxa,Club Queretaro
143258,2018-05-06 17:00:00+00:00,Estadio Nemesio Diez (Toluca de Lerdo),2017,Clausura,Quarter-finals,Toluca,Monarcas
293438,2020-01-25 23:00:00+00:00,Estadio Azteca,2019,Clausura,3,Cruz Azul,Santos Laguna
143648,2017-02-05 01:06:00+00:00,Estadio Leon,2016,Clausura,5,Leon,Club Tijuana
143268,2017-11-26 01:00:00+00:00,Estadio Universitario de Nuevo Leon (San Nicolas de los Garza),2017,Apertura,Quarter-finals,Tigres UANL,Leon
143542,2017-10-15 23:30:00+00:00,Estadio TSM Corona,2017,Apertura,13,Santos Laguna,Atlas
1150250,2024-02-04 23:06:00+00:00,Estadio Olimpico Benito Juarez,2023,Clausura,5,FC Juarez,Necaxa
652811,2021-01-11 01:06:00+00:00,Estadio Nuevo Corona,2020,Clausura,1,Santos Laguna,Cruz Azul
1031326,2023-08-29 03:10:00+00:00,Estadio Hidalgo,2023,Apertura,6,Pachuca,Atletico San Luis
1150288,2024-02-22 03:00:00+00:00,Estadio Azteca,2023,Clausura,9,Club America,Mazatlan
143409,2018-04-21 02:00:00+00:00,Estadio Jalisco (Guadalajara),2017,Clausura,16,Atlas,Guadalajara Chivas
143887,2016-10-29 23:00:00+00:00,Estadio Victor Manuel Reyna,2016,Apertura,15,Jaguares de Chiapas,Club Queretaro
293429,2020-01-18 03:00:00+00:00,Estadio Jalisco,2019,Clausura,2,Atlas,Puebla
143834,2016-09-17 22:00:00+00:00,Estadio La Corregidora,2016,Apertura,9,Club Queretaro,Monterrey
143379,2018-03-18 03:06:00+00:00,Estadio AKRON (Zapopan),2017,Clausura,12,Guadalajara Chivas,Tigres UANL
721863,2021-10-31 18:00:00+00:00,Estadio Nemesio Diez,2021,Apertura,16,Toluca,Leon
143652,2017-02-11 03:00:00+00:00,Estadio Caliente,2016,Clausura,6,Club Tijuana,Necaxa
860911,2022-05-07 22:45:00+00:00,Estadio Azteca,2021,Clausura,Reclasificacion,Cruz Azul,Necaxa
652858,2021-02-20 01:30:00+00:00,Estadio Victoria de Aguascalientes,2020,Clausura,7,Necaxa,Monterrey
864238,2022-10-01 00:00:00+00:00,Estadio Cuauhtemoc,2022,Apertura,17,Puebla,Club America
1150362,2024-04-29 00:00:00+00:00,Estadio Victoria,2023,Clausura,17,Necaxa,Monterrey
143778,2016-07-30 02:00:00+00:00,Estadio Caliente,2016,Apertura,3,Club Tijuana,Guadalajara Chivas
864237,2022-09-24 00:00:00+00:00,Estadio Victoria de Aguascalientes,2022,Apertura,16,Necaxa,Mazatlan
143663,2017-02-19 01:00:00+00:00,Estadio BBVA Bancomer,2016,Clausura,7,Monterrey,Pachuca
569681,2020-08-09 00:00:00+00:00,Estadio Olimpico de Universitario,2020,Apertura,3,Cruz Azul,Leon
169089,2019-08-03 00:00:00+00:00,Estadio Cuauhtemoc,2019,Apertura,3,Puebla,Guadalajara Chivas
1031351,2023-09-25 22:00:00+00:00,Estadio Azteca,2023,Apertura,9,Cruz Azul,Club Queretaro
143400,2018-04-14 02:00:00+00:00,Estadio Jalisco (Guadalajara),2017,Clausura,15,Atlas,Club Queretaro
1206017,2024-07-13 23:00:00+00:00,Estadio Leon,2024,Apertura,2,Leon,Pachuca
721841,2021-10-20 00:05:00+00:00,Estadio Azteca,2021,Apertura,14,Club America,Santos Laguna
120414,2018-09-24 01:00:00+00:00,Estadio Universitario (UANL),2018,Apertura,10,Tigres UANL,Monterrey
1150316,2024-03-17 03:05:00+00:00,Estadio AKRON,2023,Clausura,12,Guadalajara Chivas,Club America
652928,2021-04-13 02:00:00+00:00,Estadio Hidalgo,2020,Clausura,14,Pachuca,Puebla
169125,2019-08-28 00:00:00+00:00,Estadio Luis de la Fuente,2019,Apertura,7,Veracruz,Club Queretaro
974429,2023-04-10 00:05:00+00:00,Estadio Nuevo Corona,2022,Clausura,14,Santos Laguna,Pachuca
1031330,2023-09-03 23:05:00+00:00,Estadio AKRON,2023,Apertura,7,Guadalajara Chivas,Monterrey
864231,2022-08-24 00:05:00+00:00,Estadio AKRON,2022,Apertura,16,Guadalajara Chivas,Monterrey
120162,2018-12-07 02:45:00+00:00,Estadio Olimpico Universitario,2018,Apertura,Semi-finals,U.N.A.M. - Pumas,Club America
1206072,2024-09-19 02:00:00+00:00,Estadio El Encanto,2024,Apertura,8,Mazatlan,Necaxa
143730,2017-04-16 02:00:00+00:00,Estadio Azteca,2016,Clausura,14,Club America,Club Queretaro
864160,2022-09-15 02:05:00+00:00,Estadio Olimpico Benito Juarez,2022,Apertura,8,FC Juarez,Pachuca
169203,2019-10-27 01:05:00+00:00,Estadio Universitario de Nuevo Leon,2019,Apertura,15,Tigres UANL,Cruz Azul
169191,2019-10-19 22:00:00+00:00,Estadio Azteca,2019,Apertura,14,Cruz Azul,Monarcas
864172,2022-08-19 00:05:00+00:00,Estadio Nuevo Corona,2022,Apertura,9,Santos Laguna,Leon
143462,2017-08-19 00:00:00+00:00,Estadio Jose Maria Morelos y Pavon,2017,Apertura,5,Monarcas,Pachuca
120176,2019-01-06 01:06:00+00:00,Estadio Leon,2018,Clausura,1,Leon,Tigres UANL
120302,2019-04-21 00:00:00+00:00,Estadio Azteca,2018,Clausura,15,Cruz Azul,U.N.A.M. - Pumas
648096,2020-11-30 00:30:00+00:00,Estadio Azteca,2020,Apertura,Quarter-finals,Cruz Azul,Tigres UANL
721764,2021-08-19 02:00:00+00:00,Estadio AKRON,2021,Apertura,5,Guadalajara Chivas,Leon
652925,2021-04-11 17:00:00+00:00,Estadio Nemesio Diez,2020,Clausura,14,Toluca,Monterrey
120383,2018-08-26 02:00:00+00:00,Estadio Victoria,2018,Apertura,7,Necaxa,Tigres UANL
1206154,2024-11-11 01:05:00+00:00,Estadio BBVA,2024,Apertura,17,Monterrey,Leon
974406,2023-03-18 03:05:00+00:00,Estadio Caliente,2022,Clausura,12,Club Tijuana,Toluca
120329,2018-07-22 02:00:00+00:00,Estadio Universitario (UANL),2018,Apertura,1,Tigres UANL,Leon
120194,2019-01-20 03:00:00+00:00,Estadio Universitario (UANL),2018,Clausura,3,Tigres UANL,Cruz Azul
120375,2018-08-23 00:00:00+00:00,Estadio Leon,2018,Apertura,6,Leon,Club America
143666,2017-02-19 03:00:00+00:00,Estadio Victoria,2016,Clausura,7,Necaxa,Club Queretaro
143432,2017-07-23 02:06:00+00:00,Estadio Akron,2017,Apertura,1,Guadalajara Chivas,Toluca
1316504,2024-11-25 03:00:00+00:00,Estadio Caliente,2024,Apertura,Play-offs,Club Tijuana,Atlas
120304,2019-04-21 02:00:00+00:00,Estadio Akron,2018,Clausura,15,Guadalajara Chivas,Puebla
