id,date,stadium,season,tournament,round,home_team,away_team
1150239,2024-01-25 01:00:00+00:00,Estadio BBVA,2023,Clausura,4,Monterrey,Club Queretaro
1150335,2024-04-07 18:00:00+00:00,Estadio Nemesio Diez,2023,Clausura,14,Toluca,Atlas
973626,2023-01-16 01:05:00+00:00,Estadio Universitario de Nuevo Leon,2022,Clausura,2,Tigres UANL,Pachuca
120412,2018-09-23 21:00:00+00:00,Estadio Akron,2018,Apertura,10,Guadalajara Chivas,Club Queretaro
652865,2021-02-23 03:00:00+00:00,Estadio Hidalgo,2020,Clausura,7,Pachuca,Guadalajara Chivas
816414,2022-03-12 03:06:00+00:00,Estadio BBVA,2021,Clausura,10,Monterrey,Mazatlan
652846,2021-02-07 18:00:00+00:00,Estadio Nemesio Diez,2020,Clausura,5,Toluca,Mazatlan
120328,2018-07-22 00:00:00+00:00,Estadio Miguel Hidalgo,2018,Apertura,1,Pachuca,Monterrey
293478,2020-02-23 18:00:00+00:00,Estadio Olimpico de Universitario,2019,Clausura,7,U.N.A.M. - Pumas,Monarcas
169108,2019-08-17 02:00:00+00:00,Estadio Jalisco,2019,Apertura,5,Atlas,Cruz Azul
1150307,2024-03-10 03:00:00+00:00,Estadio Azteca,2023,Clausura,11,Club America,Tigres UANL
1206074,2024-08-19 00:05:00+00:00,Estadio Caliente,2024,Apertura,8,Club Tijuana,Santos Laguna
864245,2022-10-02 23:05:00+00:00,Estadio Nuevo Corona,2022,Apertura,17,Santos Laguna,Mazatlan
569787,2020-10-24 23:00:00+00:00,Estadio La Corregidora,2020,Apertura,15,Club Queretaro,Necaxa
120161,2018-12-09 01:00:00+00:00,Estadio Azteca,2018,Apertura,Semi-finals,Cruz Azul,Monterrey
721771,2021-08-22 17:00:00+00:00,Estadio Olimpico de Universitario,2021,Apertura,6,U.N.A.M. - Pumas,Puebla
143763,2016-07-17 00:00:00+00:00,Estadio Jalisco,2016,Apertura,1,Atlas,Toluca
143483,2017-08-27 00:06:00+00:00,Estadio Leon,2017,Apertura,7,Leon,Santos Laguna
143842,2016-09-21 00:00:00+00:00,Estadio Azul,2016,Apertura,10,Cruz Azul,Toluca
864117,2022-07-17 17:00:00+00:00,Estadio Olimpico de Universitario,2022,Apertura,3,U.N.A.M. - Pumas,Necaxa
143606,2016-11-28 00:06:00+00:00,Estadio Akron,2016,Apertura,Quarter-finals,Guadalajara Chivas,Club America
965503,2022-10-13 02:06:00+00:00,Estadio Azteca,2022,Apertura,Quarter-finals,Cruz Azul,Monterrey
816338,2022-01-15 01:00:00+00:00,Estadio La Corregidora,2021,Clausura,2,Club Queretaro,U.N.A.M. - Pumas
816378,2022-02-20 22:00:00+00:00,Estadio Azteca,2021,Clausura,6,Club America,Pachuca
143340,2018-02-18 02:30:00+00:00,Estadio Caliente (Tijuana),2017,Clausura,8,Club Tijuana,U.N.A.M. - Pumas
293476,2020-02-23 01:00:00+00:00,Estadio Azteca,2019,Clausura,7,Cruz Azul,Tigres UANL
1031377,2023-10-09 01:05:00+00:00,Estadio Corona,2023,Apertura,12,Santos Laguna,Leon
143691,2017-04-13 00:00:00+00:00,Estadio La Corregidora,2016,Clausura,10,Club Queretaro,Club Tijuana
143638,2017-01-29 01:06:00+00:00,Estadio Miguel Hidalgo,2016,Clausura,4,Pachuca,Toluca
816401,2022-03-05 01:00:00+00:00,Estadio Victoria de Aguascalientes,2021,Clausura,9,Necaxa,Toluca
143641,2017-01-29 23:00:00+00:00,Estadio Victor Manuel Reyna,2016,Clausura,4,Jaguares de Chiapas,Tigres UANL
974445,2023-04-23 01:05:00+00:00,Estadio AKRON,2022,Clausura,16,Guadalajara Chivas,Cruz Azul
1150248,2024-02-03 03:00:00+00:00,Estadio Cuauhtemoc,2023,Clausura,5,Puebla,Mazatlan
1206028,2024-07-18 03:00:00+00:00,Estadio Universitario (UANL),2024,Apertura,3,Tigres UANL,Club America
143820,2016-08-28 17:00:00+00:00,Estadio Alberto Chivo Cordoba,2016,Apertura,7,Toluca,Monarcas
974440,2023-04-21 02:05:00+00:00,Estadio Universitario de Nuevo Leon,2022,Clausura,16,Tigres UANL,Puebla
974421,2023-04-03 01:05:00+00:00,Estadio La Corregidora,2022,Clausura,13,Club Queretaro,U.N.A.M. - Pumas
721733,2021-08-01 00:00:00+00:00,Estadio Azteca,2021,Apertura,2,Club America,Necaxa
974442,2023-04-22 01:05:00+00:00,Estadio de Mazatlan,2022,Clausura,16,Mazatlan,Monterrey
120351,2018-08-06 01:06:00+00:00,Estadio Caliente,2018,Apertura,3,Club Tijuana,Leon
721789,2021-09-12 02:00:00+00:00,Estadio Azteca,2021,Apertura,8,Club America,Mazatlan
569759,2020-09-26 02:30:00+00:00,Estadio Olimpico Benito Juarez,2020,Apertura,12,FC Juarez,Atlas
816387,2022-02-26 03:00:00+00:00,Estadio Olimpico Benito Juarez,2021,Clausura,7,FC Juarez,Tigres UANL
143412,2018-04-22 00:00:00+00:00,Estadio BBVA Bancomer (Guadalupe),2017,Clausura,16,Monterrey,Lobos Buap
120410,2018-09-23 02:00:00+00:00,Estadio Azul,2018,Apertura,10,Cruz Azul,Atlas
569784,2020-10-20 02:00:00+00:00,Estadio Victoria de Aguascalientes,2020,Apertura,14,Leon,Club America
120201,2019-01-26 23:00:00+00:00,Estadio Azteca,2018,Clausura,4,Cruz Azul,Club Tijuana
816446,2022-04-15 02:00:00+00:00,Estadio Jalisco,2021,Clausura,14,Atlas,Mazatlan
864106,2022-07-10 00:05:00+00:00,Estadio AKRON,2022,Apertura,2,Guadalajara Chivas,Atletico San Luis
816351,2022-01-23 01:00:00+00:00,Estadio Leon,2021,Clausura,3,Leon,Pachuca
721850,2021-10-24 02:00:00+00:00,Estadio AKRON,2021,Apertura,15,Guadalajara Chivas,Cruz Azul
1150213,2024-01-14 01:00:00+00:00,Estadio Ciudad de los Deportes,2023,Clausura,1,Cruz Azul,Pachuca
120442,2018-10-27 00:00:00+00:00,Estadio TSM Corona,2018,Apertura,14,Santos Laguna,Monterrey
1031342,2023-09-17 23:00:00+00:00,Estadio Corregidora,2023,Apertura,8,Club Queretaro,Puebla
652833,2021-01-29 03:00:00+00:00,Estadio Universitario de Nuevo Leon,2020,Clausura,4,Tigres UANL,Necaxa
293481,2020-02-29 01:00:00+00:00,Estadio Alfonso Lastras Ramirez,2019,Clausura,8,Atletico San Luis,FC Juarez
120424,2018-10-06 00:00:00+00:00,Estadio TSM Corona,2018,Apertura,12,Santos Laguna,Atlas
143868,2016-10-15 02:00:00+00:00,Estadio Luis Pirata Fuente,2016,Apertura,13,Veracruz,Leon
652878,2021-03-04 01:00:00+00:00,Estadio La Corregidora,2020,Clausura,9,Club Queretaro,Guadalajara Chivas
1031425,2023-08-26 01:00:00+00:00,Estadio Cuauhtemoc,2023,Apertura,6,Puebla,FC Juarez
291438,2019-11-29 01:06:00+00:00,Estadio BBVA Bancomer,2019,Apertura,Quarter-finals,Monterrey,Santos Laguna
292003,2019-12-30 02:15:00+00:00,Estadio Azteca,2019,Apertura,Finals,Club America,Monterrey
652821,2021-01-22 03:00:00+00:00,Estadio Alfonso Lastras Ramirez,2020,Clausura,3,Atletico San Luis,Guadalajara Chivas
1150253,2024-02-04 03:10:00+00:00,Estadio Azteca,2023,Clausura,5,Club America,Monterrey
974358,2023-02-12 18:00:00+00:00,Estadio Nemesio Diez,2022,Clausura,6,Toluca,Cruz Azul
569732,2020-09-09 00:00:00+00:00,Estadio Nemesio Diez,2020,Apertura,9,Toluca,FC Juarez
120300,2019-04-20 22:00:00+00:00,Estadio Victoria,2018,Clausura,15,Necaxa,Pachuca
864102,2022-07-05 02:00:00+00:00,Estadio Hidalgo,2022,Apertura,1,Pachuca,Club Queretaro
120354,2018-08-11 22:00:00+00:00,Estadio Universitario BUAP,2018,Apertura,4,Lobos Buap,Atlas
974449,2023-04-29 23:00:00+00:00,Estadio Cuauhtemoc,2022,Clausura,17,Puebla,Club Tijuana
1031357,2023-09-30 23:00:00+00:00,Estadio Hidalgo,2023,Apertura,10,Pachuca,Necaxa
143482,2017-08-27 00:00:00+00:00,Estadio Universitario (UANL),2017,Apertura,7,Tigres UANL,Lobos Buap
864196,2022-09-03 02:05:00+00:00,Estadio Olimpico Benito Juarez,2022,Apertura,12,FC Juarez,Cruz Azul
120167,2018-12-02 03:00:00+00:00,Estadio TSM Corona,2018,Apertura,Quarter-finals,Santos Laguna,Monterrey
169172,2019-09-28 22:00:00+00:00,Estadio Hidalgo,2019,Apertura,12,Pachuca,Cruz Azul
864213,2022-09-10 22:00:00+00:00,Estadio La Corregidora,2022,Apertura,14,Club Queretaro,Santos Laguna
169181,2019-10-05 22:00:00+00:00,Estadio Leon,2019,Apertura,13,Leon,Veracruz
143651,2017-02-05 22:00:00+00:00,Estadio Akron,2016,Clausura,5,Guadalajara Chivas,Santos Laguna
143424,2018-04-29 17:00:00+00:00,Estadio Olimpico de Universitario (Ciudad de Mexico (D.F.)),2017,Clausura,17,U.N.A.M. - Pumas,Club Queretaro
652835,2021-01-31 03:06:00+00:00,Estadio Caliente,2020,Clausura,4,Club Tijuana,Toluca
864207,2022-09-08 00:00:00+00:00,Estadio Universitario de Nuevo Leon,2022,Apertura,13,Tigres UANL,Toluca
143700,2017-03-19 01:00:00+00:00,Estadio BBVA Bancomer,2016,Clausura,11,Monterrey,Atlas
569771,2020-10-04 02:00:00+00:00,Estadio Azteca,2020,Apertura,13,Club America,U.N.A.M. - Pumas
169186,2019-10-06 23:00:00+00:00,Estadio Olimpico Benito Juarez,2019,Apertura,13,FC Juarez,Atletico San Luis
143909,2016-11-20 01:06:00+00:00,Estadio Miguel Hidalgo,2016,Apertura,17,Pachuca,Club America
143726,2017-04-16 00:00:00+00:00,Estadio Jose Maria Morelos y Pavon,2016,Clausura,14,Monarcas,Leon
143481,2017-08-26 22:00:00+00:00,Estadio Azul,2017,Apertura,7,Cruz Azul,Monterrey
143630,2017-01-22 03:00:00+00:00,Estadio Victoria,2016,Clausura,3,Necaxa,Pachuca
1198985,2024-05-12 00:00:00+00:00,Estadio Azteca,2023,Clausura,Quarter-finals,Club America,Pachuca
293455,2020-02-08 03:00:00+00:00,Estadio Cuauhtemoc,2019,Clausura,5,Puebla,Santos Laguna
143519,2017-09-27 04:15:00+00:00,Estadio Caliente,2017,Apertura,11,Club Tijuana,Tigres UANL
1150291,2024-02-29 03:00:00+00:00,Estadio Caliente,2023,Clausura,9,Club Tijuana,Monterrey
652863,2021-02-21 23:00:00+00:00,Estadio La Corregidora,2020,Clausura,7,Club Queretaro,Puebla
816366,2022-02-12 03:00:00+00:00,Estadio Cuauhtemoc,2021,Clausura,5,Puebla,Atlas
143290,2018-01-15 00:00:00+00:00,Estadio Luis de la Fuente (Veracruz),2017,Clausura,2,Veracruz,Monterrey
120342,2018-07-30 01:00:00+00:00,Estadio Leon,2018,Apertura,2,Leon,Monterrey
143382,2018-03-31 03:00:00+00:00,Estadio Jalisco (Guadalajara),2017,Clausura,13,Atlas,Santos Laguna
974349,2023-02-06 01:10:00+00:00,Estadio BBVA,2022,Clausura,5,Monterrey,Toluca
1206080,2024-09-22 03:05:00+00:00,Estadio Ciudad de los Deportes,2024,Apertura,9,Cruz Azul,Guadalajara Chivas
143608,2017-01-07 23:00:00+00:00,Estadio Azul,2016,Clausura,1,Cruz Azul,Necaxa
721842,2021-10-20 02:05:00+00:00,Estadio Jalisco,2021,Apertura,14,Atlas,Cruz Azul
143783,2016-07-31 02:00:00+00:00,Estadio Azteca,2016,Apertura,3,Club America,Tigres UANL
702938,2021-05-16 01:05:00+00:00,Estadio Azteca,2020,Clausura,Quarter-finals,Cruz Azul,Toluca
293501,2020-03-14 23:00:00+00:00,Estadio Alfonso Lastras Ramirez,2019,Clausura,10,Atletico San Luis,Puebla
143780,2016-07-31 00:00:00+00:00,Estadio BBVA Bancomer,2016,Apertura,3,Monterrey,Cruz Azul
143825,2016-09-11 00:00:00+00:00,Estadio Jose Maria Morelos y Pavon,2016,Apertura,8,Monarcas,Tigres UANL
974409,2023-03-19 03:10:00+00:00,Estadio AKRON,2022,Clausura,12,Guadalajara Chivas,Club America
864166,2022-08-17 00:00:00+00:00,Estadio Jalisco,2022,Apertura,9,Atlas,FC Juarez
143323,2018-02-11 01:06:00+00:00,Estadio Leon (Nou Camp) (Leon de los Aldamas),2017,Clausura,6,Leon,Puebla
569730,2020-09-03 01:00:00+00:00,Estadio Azteca,2020,Apertura,8,Club America,Mazatlan
1031328,2023-09-02 01:06:00+00:00,Estadio Olimpico Benito Juarez,2023,Apertura,7,FC Juarez,Mazatlan
1150277,2024-02-24 23:00:00+00:00,Estadio Leon,2023,Clausura,8,Leon,Atletico San Luis
1206048,2024-08-31 01:00:00+00:00,Estadio Alfonso Lastras Ramirez,2024,Apertura,6,Atletico San Luis,Atlas
1206056,2024-09-02 01:05:00+00:00,Estadio Corona,2024,Apertura,6,Santos Laguna,Necaxa
1142057,2023-12-01 01:10:00+00:00,Estadio Cuauhtemoc,2023,Apertura,Quarter-finals,Puebla,Tigres UANL
1206087,2024-09-28 03:05:00+00:00,Estadio Caliente,2024,Apertura,10,Club Tijuana,Mazatlan
293446,2020-02-01 23:00:00+00:00,Estadio Generalisimo Jose Maria Morelos y Pavon,2019,Clausura,4,Monarcas,Leon
143755,2017-05-07 02:00:00+00:00,Estadio Jalisco,2016,Clausura,17,Atlas,Jaguares de Chiapas
143853,2016-09-25 00:00:00+00:00,Estadio Jose Maria Morelos y Pavon,2016,Apertura,11,Monarcas,Puebla
143566,2017-11-05 03:06:00+00:00,Estadio Akron,2017,Apertura,16,Guadalajara Chivas,Atlas
120471,2018-11-24 23:00:00+00:00,Estadio La Corregidora,2018,Apertura,17,Club Queretaro,Necaxa
974341,2023-02-03 03:00:00+00:00,Estadio Alfonso Lastras Ramirez,2022,Clausura,5,Atletico San Luis,Puebla
721773,2021-08-23 00:00:00+00:00,Estadio Victoria de Aguascalientes,2021,Apertura,6,Necaxa,FC Juarez
1150225,2024-01-21 03:10:00+00:00,Estadio Jalisco,2023,Clausura,2,Atlas,Club Tijuana
652840,2021-02-05 03:00:00+00:00,Estadio La Corregidora,2020,Clausura,5,Club Queretaro,Pachuca
169224,2019-11-09 01:00:00+00:00,Estadio Generalisimo Jose Maria Morelos y Pavon,2019,Apertura,18,Monarcas,Puebla
1031317,2023-08-23 01:00:00+00:00,Estadio El Encanto,2023,Apertura,5,Mazatlan,Puebla
143736,2017-04-23 00:00:00+00:00,Estadio BBVA Bancomer,2016,Clausura,15,Monterrey,Tigres UANL
143797,2016-08-13 22:00:00+00:00,Estadio La Corregidora,2016,Apertura,5,Club Queretaro,Cruz Azul
652898,2021-03-14 18:00:00+00:00,Estadio Nemesio Diez,2020,Clausura,11,Toluca,Pachuca
1031322,2023-08-27 03:05:00+00:00,Estadio Corona,2023,Apertura,6,Santos Laguna,Guadalajara Chivas
974334,2023-01-28 03:05:00+00:00,Estadio Caliente,2022,Clausura,4,Club Tijuana,U.N.A.M. - Pumas
569685,2020-08-10 00:00:00+00:00,Estadio Alfonso Lastras Ramirez,2020,Apertura,3,Atletico San Luis,Atlas
1150290,2024-02-29 01:00:00+00:00,Estadio Universitario,2023,Clausura,9,Tigres UANL,FC Juarez
1150218,2024-01-15 00:00:00+00:00,Estadio Victoria,2023,Clausura,1,Necaxa,Atlas
1206105,2024-10-19 03:05:00+00:00,Estadio Cuauhtemoc,2024,Apertura,12,Puebla,Cruz Azul
1031355,2023-10-01 01:06:00+00:00,Estadio El Encanto,2023,Apertura,10,Mazatlan,Tigres UANL
569719,2020-08-30 17:00:00+00:00,Estadio Olimpico de Universitario,2020,Apertura,7,U.N.A.M. - Pumas,Club Tijuana
974343,2023-02-04 03:05:00+00:00,Estadio de Mazatlan,2022,Clausura,5,Mazatlan,FC Juarez
1031418,2023-11-12 01:00:00+00:00,Estadio Olimpico Universitario,2023,Apertura,17,U.N.A.M. - Pumas,Guadalajara Chivas
143703,2017-03-19 03:06:00+00:00,Estadio Akron,2016,Clausura,11,Guadalajara Chivas,Veracruz
721834,2021-10-17 00:00:00+00:00,Estadio Alfonso Lastras Ramirez,2021,Apertura,13,Atletico San Luis,Club America
1206090,2024-09-29 03:05:00+00:00,Estadio AKRON,2024,Apertura,10,Guadalajara Chivas,Monterrey
143296,2018-01-21 01:06:00+00:00,Estadio Hidalgo (Pachuca de Soto),2017,Clausura,3,Pachuca,Lobos Buap
652808,2021-01-10 03:00:00+00:00,Estadio Azteca,2020,Clausura,1,Club America,Atletico San Luis
864180,2022-08-21 02:05:00+00:00,Estadio Azteca,2022,Apertura,10,Club America,Cruz Azul
120400,2018-09-16 00:00:00+00:00,Estadio Azteca,2018,Apertura,9,Club America,Monarcas
293452,2020-02-02 03:00:00+00:00,Estadio Nuevo Corona,2019,Clausura,4,Santos Laguna,U.N.A.M. - Pumas
864114,2022-07-16 02:05:00+00:00,Estadio Olimpico Benito Juarez,2022,Apertura,3,FC Juarez,Club Queretaro
652844,2021-02-07 01:00:00+00:00,Estadio Azteca,2020,Clausura,5,Club America,Puebla
143449,2017-08-06 02:00:00+00:00,Estadio Azteca,2017,Apertura,3,Club America,U.N.A.M. - Pumas
127808,2019-05-16 02:06:00+00:00,Estadio BBVA Bancomer,2018,Clausura,Semi-finals,Monterrey,Tigres UANL
143808,2016-08-21 00:00:00+00:00,Estadio Jose Maria Morelos y Pavon,2016,Apertura,6,Monarcas,Jaguares de Chiapas
1206022,2024-07-17 01:00:00+00:00,Estadio Jalisco,2024,Apertura,3,Atlas,Santos Laguna
816448,2022-04-16 02:06:00+00:00,Estadio Caliente,2021,Clausura,14,Club Tijuana,Club America
143901,2016-11-06 03:00:00+00:00,Estadio Victoria,2016,Apertura,16,Necaxa,Puebla
816361,2022-02-07 00:00:00+00:00,Estadio Jalisco,2021,Clausura,4,Atlas,Santos Laguna
569733,2020-09-09 00:06:00+00:00,Estadio BBVA Bancomer,2020,Apertura,9,Monterrey,Atlas
1318623,2024-12-05 03:00:00+00:00,Estadio Alfonso Lastras Ramirez,2024,Apertura,Semi-finals,Atletico San Luis,Monterrey
293494,2020-03-08 01:00:00+00:00,Estadio Hidalgo,2019,Clausura,9,Pachuca,Santos Laguna
816358,2022-02-10 01:00:00+00:00,Estadio Olimpico Benito Juarez,2021,Clausura,4,FC Juarez,Guadalajara Chivas
120472,2018-11-25 01:00:00+00:00,Estadio Miguel Hidalgo,2018,Apertura,17,Pachuca,Leon
120187,2019-01-13 03:00:00+00:00,Estadio Caliente,2018,Clausura,2,Club Tijuana,Tigres UANL
652944,2021-04-25 22:30:00+00:00,Estadio Nemesio Diez,2020,Clausura,16,Toluca,Club America
169235,2019-11-23 23:00:00+00:00,Estadio La Corregidora,2019,Apertura,19,Club Queretaro,Monarcas
169119,2019-08-24 22:00:00+00:00,Estadio La Corregidora,2019,Apertura,6,Club Queretaro,Leon
143767,2016-07-17 17:00:00+00:00,Estadio Olimpico Universitario,2016,Apertura,1,U.N.A.M. - Pumas,Guadalajara Chivas
1031387,2023-10-28 01:00:00+00:00,Estadio Victoria,2023,Apertura,14,Necaxa,U.N.A.M. - Pumas
143636,2017-01-29 01:00:00+00:00,Estadio Jalisco,2016,Clausura,4,Atlas,Monarcas
864173,2022-08-19 02:05:00+00:00,Estadio Alfonso Lastras Ramirez,2022,Apertura,9,Atletico San Luis,U.N.A.M. - Pumas
143705,2017-03-20 00:00:00+00:00,Estadio Cuauhtemoc,2016,Clausura,11,Puebla,Monarcas
569692,2020-08-13 02:00:00+00:00,Estadio Olimpico de Universitario,2020,Apertura,4,U.N.A.M. - Pumas,Monterrey
816384,2022-02-25 03:05:00+00:00,Estadio La Corregidora,2021,Clausura,7,Club Queretaro,Toluca
120392,2018-09-02 00:00:00+00:00,Estadio Leon,2018,Apertura,8,Leon,U.N.A.M. - Pumas
293440,2020-01-26 03:00:00+00:00,Estadio Leon,2019,Clausura,3,Leon,Pachuca
143811,2016-08-21 02:06:00+00:00,Estadio Akron,2016,Apertura,6,Guadalajara Chivas,Atlas
1031314,2023-08-24 01:06:00+00:00,Estadio Hidalgo,2023,Apertura,5,Pachuca,Cruz Azul
1206146,2024-11-07 03:05:00+00:00,Estadio Jalisco,2024,Apertura,16,Atlas,Cruz Azul
1206115,2024-08-19 02:00:00+00:00,Estadio Alfonso Lastras Ramirez,2024,Apertura,13,Atletico San Luis,Club Queretaro
721753,2021-08-15 02:06:00+00:00,Estadio BBVA,2021,Apertura,4,Monterrey,Pachuca
143675,2017-02-26 03:00:00+00:00,Estadio Azteca,2016,Clausura,8,Club America,Cruz Azul
721726,2021-07-25 02:00:00+00:00,Estadio AKRON,2021,Apertura,1,Guadalajara Chivas,Atletico San Luis
120267,2019-03-17 03:06:00+00:00,Estadio Caliente,2018,Clausura,11,Club Tijuana,Monterrey
974439,2023-04-17 01:10:00+00:00,Estadio BBVA,2022,Clausura,15,Monterrey,Santos Laguna
974345,2023-02-05 01:05:00+00:00,Estadio Azteca,2022,Clausura,5,Cruz Azul,Tigres UANL
293500,2020-03-14 03:10:00+00:00,Estadio Caliente,2019,Clausura,10,Club Tijuana,Pachuca
120344,2018-08-04 02:00:00+00:00,Estadio Jalisco,2018,Apertura,3,Atlas,U.N.A.M. - Pumas
143751,2017-05-06 22:00:00+00:00,Estadio La Corregidora,2016,Clausura,17,Club Queretaro,Tigres UANL
120402,2018-09-16 02:06:00+00:00,Estadio BBVA Bancomer,2018,Apertura,9,Monterrey,Guadalajara Chivas
816363,2022-02-08 03:05:00+00:00,Estadio Leon,2021,Clausura,4,Leon,Cruz Azul
143521,2017-09-28 02:00:00+00:00,Estadio Nemesio Diez,2017,Apertura,11,Toluca,U.N.A.M. - Pumas
169131,2019-08-29 02:00:00+00:00,Estadio Victoria de Aguascalientes,2019,Apertura,7,Necaxa,Toluca
143512,2017-10-19 00:00:00+00:00,Estadio TSM Corona,2017,Apertura,10,Santos Laguna,Necaxa
143507,2017-10-18 00:00:00+00:00,Estadio Universitario BUAP,2017,Apertura,10,Lobos Buap,Club Tijuana
974328,2023-01-22 03:10:00+00:00,Estadio Victoria de Aguascalientes,2022,Clausura,3,Necaxa,Cruz Azul
120426,2018-10-06 22:00:00+00:00,Estadio Azul,2018,Apertura,12,Cruz Azul,Monterrey
1031411,2023-11-06 00:05:00+00:00,Estadio Corona,2023,Apertura,16,Santos Laguna,Toluca
816393,2022-03-02 01:00:00+00:00,Estadio Cuauhtemoc,2021,Clausura,8,Puebla,FC Juarez
120301,2019-04-20 22:06:00+00:00,Estadio Leon,2018,Clausura,15,Leon,Atlas
973611,2023-03-25 03:05:00+00:00,Estadio de Mazatlan,2022,Clausura,1,Mazatlan,Leon
816464,2022-04-23 00:00:00+00:00,Estadio Cuauhtemoc,2021,Clausura,16,Puebla,Necaxa
652908,2021-03-21 03:06:00+00:00,Estadio Caliente,2020,Clausura,12,Club Tijuana,Club Queretaro
143516,2017-09-27 00:06:00+00:00,Estadio Akron,2017,Apertura,11,Guadalajara Chivas,Lobos Buap
1150270,2024-02-18 03:05:00+00:00,Estadio Ciudad de los Deportes,2023,Clausura,7,Cruz Azul,Tigres UANL
816469,2022-04-24 17:00:00+00:00,Estadio Nemesio Diez,2021,Clausura,16,Toluca,Atlas
1150278,2024-02-25 01:05:00+00:00,Estadio AKRON,2023,Clausura,8,Guadalajara Chivas,U.N.A.M. - Pumas
143291,2018-01-20 01:00:00+00:00,Estadio Cuauhtemoc (Puebla),2017,Clausura,3,Puebla,Veracruz
143590,2017-05-15 01:00:00+00:00,Estadio Caliente,2016,Clausura,Quarter-finals,Club Tijuana,Monarcas
1206100,2024-10-05 23:00:00+00:00,Estadio Ciudad de los Deportes,2024,Apertura,11,Cruz Azul,Necaxa
1198552,2024-05-13 01:00:00+00:00,Estadio Ciudad de los Deportes,2023,Clausura,Quarter-finals,Cruz Azul,U.N.A.M. - Pumas
143275,2018-01-06 23:00:00+00:00,Estadio Azul (Ciudad de Mexico (D.F.)),2017,Clausura,1,Cruz Azul,Club Tijuana
816331,2022-01-08 03:00:00+00:00,Estadio Cuauhtemoc,2021,Clausura,1,Puebla,Club America
1031380,2023-10-21 01:06:00+00:00,Estadio Olimpico Benito Juarez,2023,Apertura,13,FC Juarez,Pachuca
652879,2021-03-04 01:00:00+00:00,Estadio Olimpico Benito Juarez,2020,Clausura,9,FC Juarez,Monterrey
143694,2017-04-13 02:06:00+00:00,Estadio Miguel Hidalgo,2016,Clausura,10,Pachuca,Monarcas
143861,2016-10-01 22:00:00+00:00,Estadio Azul,2016,Apertura,12,Cruz Azul,Veracruz
293487,2020-02-29 01:00:00+00:00,Estadio Nemesio Diez,2019,Clausura,8,Toluca,Monterrey
143790,2016-08-07 00:06:00+00:00,Estadio Leon,2016,Apertura,4,Leon,Monterrey
120468,2018-11-12 00:00:00+00:00,Estadio TSM Corona,2018,Apertura,16,Santos Laguna,Club America
143787,2016-08-06 22:00:00+00:00,Estadio Azul,2016,Apertura,4,Cruz Azul,Club Tijuana
652857,2021-02-19 03:00:00+00:00,Estadio Alfonso Lastras Ramirez,2020,Clausura,7,Atletico San Luis,Santos Laguna
974428,2023-04-09 18:00:00+00:00,Estadio Olimpico de Universitario,2022,Clausura,14,U.N.A.M. - Pumas,Atletico San Luis
1150282,2024-02-26 00:00:00+00:00,Estadio Corona,2023,Clausura,8,Santos Laguna,Mazatlan
652882,2021-03-05 01:00:00+00:00,Estadio Victoria de Aguascalientes,2020,Clausura,9,Necaxa,Pachuca
143356,2018-03-03 23:00:00+00:00,Estadio Azul (Ciudad de Mexico (D.F.)),2017,Clausura,10,Cruz Azul,Club Queretaro
143708,2017-04-02 01:00:00+00:00,Estadio Jalisco,2016,Clausura,12,Atlas,Club Tijuana
293475,2020-02-22 23:00:00+00:00,Estadio Leon,2019,Clausura,7,Leon,Necaxa
1031361,2023-09-30 03:00:00+00:00,Estadio Alfonso Lastras Ramirez,2023,Apertura,10,Atletico San Luis,Cruz Azul
1150232,2024-01-27 23:00:00+00:00,Estadio Leon,2023,Clausura,3,Leon,Santos Laguna
569689,2020-08-13 00:00:00+00:00,Estadio La Corregidora,2020,Apertura,4,Club Queretaro,Cruz Azul
169098,2019-08-10 00:00:00+00:00,Estadio Generalisimo Jose Maria Morelos y Pavon,2019,Apertura,4,Monarcas,Monterrey
120211,2019-02-03 01:00:00+00:00,Estadio Leon,2018,Clausura,5,Leon,Cruz Azul
652912,2021-04-03 03:30:00+00:00,Estadio Olimpico Benito Juarez,2020,Clausura,13,FC Juarez,Cruz Azul
864233,2022-09-16 00:00:00+00:00,Estadio Azteca,2022,Apertura,16,Cruz Azul,Leon
143387,2018-04-01 03:00:00+00:00,Estadio Azteca (Ciudad de Mexico (D.F.)),2017,Clausura,13,Club America,Cruz Azul
120389,2018-09-01 02:00:00+00:00,Estadio Cuauhtemoc,2018,Apertura,8,Puebla,Monterrey
143766,2016-07-17 02:00:00+00:00,Estadio Azteca,2016,Apertura,1,Club America,Jaguares de Chiapas
143776,2016-07-24 02:00:00+00:00,Estadio Azteca,2016,Apertura,2,Club America,Toluca
143671,2017-02-25 23:00:00+00:00,Estadio La Corregidora,2016,Clausura,8,Club Queretaro,U.N.A.M. - Pumas
120476,2018-11-25 18:00:00+00:00,Estadio Olimpico Universitario,2018,Apertura,17,U.N.A.M. - Pumas,Santos Laguna
1150226,2024-02-08 03:10:00+00:00,Estadio Hidalgo,2023,Clausura,2,Pachuca,Leon
1206111,2024-10-23 01:05:00+00:00,Estadio AKRON,2024,Apertura,13,Guadalajara Chivas,Necaxa
652935,2021-04-19 00:00:00+00:00,Estadio Nuevo Corona,2020,Clausura,15,Santos Laguna,Toluca
