id,referee,date,stadium,season,tournament,round,home_team,away_team,home_goals,away_goals,result
1150289,E. Morales,2024-02-28 01:00:00,Estadio Corregidora,2023,Clausura,9,Club Queretaro,Atletico San Luis,4,1,home
1150290,J. Lopez,2024-02-29 01:00:00,Estadio Universitario,2023,Clausura,9,Tigres UANL,FC Juarez,1,0,home
1150291,Ó. Mejía,2024-02-29 03:00:00,Estadio Caliente,2023,Clausura,9,Club Tijuana,Monterrey,1,1,draw
1150292,B. González,2024-03-02 01:00:00,Estadio Corregidora,2023,Clausura,10,Club Queretaro,Santos Laguna,0,1,away
1150293,V. Arce,2024-03-02 01:00:00,Estadio Alfonso Lastras Ramírez,2023,Clausura,10,Atletico San Luis,Puebla,4,0,home
1150294,M. Ortíz,2024-03-02 03:00:00,Estadio El Encanto,2023,Clausura,10,Mazatlán,Necaxa,2,1,home
1150295,A. Escobedo,2024-03-02 23:00:00,Estadio Nemesio Díez,2023,Clausura,10,Toluca,Tigres UANL,2,1,home
1150296,A. Quirarte,2024-03-03 01:00:00,Estadio Hidalgo,2023,Clausura,10,Pachuca,FC Juarez,3,2,home
1150297,C. Ramos,2024-03-03 01:05:00,Estadio Azteca,2023,Clausura,10,Cruz Azul,Guadalajara Chivas,3,0,home
1150298,F. Guerrero,2024-03-03 03:10:00,Estadio Jalisco,2023,Clausura,10,Atlas,Club America,1,5,away
1150299,V. Cáceres,2024-03-04 01:00:00,Estadio BBVA,2023,Clausura,10,Monterrey,U.N.A.M. - Pumas,3,0,home
1150300,G. Pacheco,2024-03-04 03:00:00,Estadio Caliente,2023,Clausura,10,Club Tijuana,Leon,1,1,draw
1150301,L. Santander,2024-03-09 01:00:00,Estadio Cuauhtémoc,2023,Clausura,11,Puebla,Atlas,2,2,draw
1150303,F. Hernández,2024-03-09 03:00:00,Estadio Victoria,2023,Clausura,11,Necaxa,Atletico San Luis,3,1,home
1150302,F. Guerrero,2024-03-09 03:10:00,Estadio Olímpico Benito Juárez,2023,Clausura,11,FC Juarez,Toluca,1,1,draw
1150304,D. Quintero,2024-03-09 23:05:00,Estadio AKRON,2023,Clausura,11,Guadalajara Chivas,Leon,1,2,away
1150306,A. Escobedo,2024-03-10 01:00:00,Estadio Corona,2023,Clausura,11,Santos Laguna,Cruz Azul,3,0,home
1150305,K. Garcia,2024-03-10 01:00:00,Estadio Hidalgo,2023,Clausura,11,Pachuca,Club Queretaro,1,2,away
1150307,V. Cáceres,2024-03-10 03:00:00,Estadio Azteca,2023,Clausura,11,Club America,Tigres UANL,2,0,home
1150308,M. Ortíz,2024-03-10 18:00:00,Estadio Olímpico Universitario,2023,Clausura,11,U.N.A.M. - Pumas,Club Tijuana,3,3,draw
1150309,C. Ramos,2024-03-11 01:00:00,Estadio BBVA,2023,Clausura,11,Monterrey,Mazatlán,2,1,home
1150310,L. Santander,2024-03-16 01:00:00,Estadio Corregidora,2023,Clausura,12,Club Queretaro,FC Juarez,1,0,home
1150311,D. Quintero,2024-03-16 03:00:00,Estadio Caliente,2023,Clausura,12,Club Tijuana,Santos Laguna,2,2,draw
1150312,F. Guerrero,2024-03-16 23:00:00,Estadio Ciudad de los Deportes,2023,Clausura,12,Cruz Azul,Necaxa,1,2,away
1150315,Ó. Mejía,2024-03-17 01:00:00,Estadio Universitario,2023,Clausura,12,Tigres UANL,Mazatlán,5,1,home
1150313,K. Hernández,2024-03-17 01:00:00,Estadio León,2023,Clausura,12,Leon,Puebla,2,1,home
1150316,F. Hernández,2024-03-17 03:05:00,Estadio AKRON,2023,Clausura,12,Guadalajara Chivas,Club America,0,0,draw
1150317,I. Lopez,2024-03-17 23:00:00,Estadio Jalisco,2023,Clausura,12,Atlas,Monterrey,1,2,away
1150314,C. Ramos,2024-03-18 01:00:00,Estadio Nemesio Díez,2023,Clausura,12,Toluca,U.N.A.M. - Pumas,3,0,home
1150318,V. Cáceres,2024-03-18 01:00:00,Estadio Alfonso Lastras Ramírez,2023,Clausura,12,Atletico San Luis,Pachuca,2,1,home
1150267,C. Ramos,2024-03-24 01:00:00,Estadio Olímpico Benito Juárez,2023,Clausura,7,FC Juarez,Puebla,4,3,home
1150319,J. Camacho,2024-03-30 01:00:00,Estadio Cuauhtémoc,2023,Clausura,13,Puebla,Tigres UANL,2,3,away
1150321,J. Lopez,2024-03-30 02:00:00,Estadio Azteca,2023,Clausura,13,Club America,Atletico San Luis,2,1,home
1150320,F. Guerrero,2024-03-30 03:00:00,Estadio El Encanto,2023,Clausura,13,Mazatlán,Club Tijuana,2,0,home
1150323,A. Escobedo,2024-03-31 01:00:00,Estadio BBVA,2023,Clausura,13,Monterrey,Guadalajara Chivas,0,2,away
1150322,D. Quintero,2024-03-31 01:00:00,Estadio Hidalgo,2023,Clausura,13,Pachuca,Toluca,2,3,away
1150324,F. Hernández,2024-03-31 03:05:00,Estadio Olímpico Universitario,2023,Clausura,13,U.N.A.M. - Pumas,Cruz Azul,0,0,draw
1150325,C. Ramos,2024-03-31 23:00:00,Estadio Jalisco,2023,Clausura,13,Atlas,Club Queretaro,2,3,away
1150326,V. Cáceres,2024-04-01 01:00:00,Estadio Victoria,2023,Clausura,13,Necaxa,Leon,1,2,away
1150327,E. Miranda,2024-04-01 01:36:00,Estadio Olímpico Benito Juárez,2023,Clausura,13,FC Juarez,Santos Laguna,2,1,home
1150328,V. Cáceres,2024-04-06 01:00:00,Estadio El Encanto,2023,Clausura,14,Mazatlán,U.N.A.M. - Pumas,0,4,away
1150329,I. Lopez,2024-04-06 03:10:00,Estadio Caliente,2023,Clausura,14,Club Tijuana,Necaxa,2,3,away
1150330,A. Escobedo,2024-04-06 23:00:00,Estadio León,2023,Clausura,14,Leon,Club Queretaro,0,2,away
1150332,F. Hernández,2024-04-07 01:00:00,Estadio Universitario,2023,Clausura,14,Tigres UANL,Pachuca,0,3,away
1150331,F. Guerrero,2024-04-07 01:05:00,Estadio AKRON,2023,Clausura,14,Guadalajara Chivas,Puebla,3,2,home
1150334,L. Santander,2024-04-07 03:05:00,Estadio Corona,2023,Clausura,14,Santos Laguna,Club America,1,1,draw
1150333,M. Ortíz,2024-04-07 03:05:00,Estadio Ciudad de los Deportes,2023,Clausura,14,Cruz Azul,Monterrey,2,1,home
1150335,K. Hernández,2024-04-07 18:00:00,Estadio Nemesio Díez,2023,Clausura,14,Toluca,Atlas,4,1,home
1150336,Ó. Mejía,2024-04-08 00:00:00,Estadio Alfonso Lastras Ramírez,2023,Clausura,14,Atletico San Luis,FC Juarez,2,3,away
1150337,M. Ortíz,2024-04-13 01:06:00,Estadio Corregidora,2023,Clausura,15,Club Queretaro,Mazatlán,0,2,away
1150338,F. Hernández,2024-04-13 03:00:00,Estadio Victoria,2023,Clausura,15,Necaxa,Santos Laguna,2,0,home
1150339,K. Garcia,2024-04-13 03:00:00,Estadio Cuauhtémoc,2023,Clausura,15,Puebla,Cruz Azul,0,1,away
1150340,J. Lopez,2024-04-13 23:00:00,Estadio Hidalgo,2023,Clausura,15,Pachuca,Guadalajara Chivas,0,1,away
1150341,A. Escobedo,2024-04-14 01:05:00,Estadio Azteca,2023,Clausura,15,Club America,Toluca,5,1,home
1150342,C. Ramos,2024-04-14 03:10:00,Estadio BBVA,2023,Clausura,15,Monterrey,Tigres UANL,3,3,draw
1150343,V. Cáceres,2024-04-15 00:00:00,Estadio Jalisco,2023,Clausura,15,Atlas,Atletico San Luis,2,1,home
1150344,D. Quintero,2024-04-15 00:00:00,Estadio Olímpico Universitario,2023,Clausura,15,U.N.A.M. - Pumas,Leon,1,0,home
1150345,L. Santander,2024-04-15 02:06:00,Estadio Olímpico Benito Juárez,2023,Clausura,15,FC Juarez,Club Tijuana,0,1,away
1150346,F. Hernández,2024-04-20 01:00:00,Estadio El Encanto,2023,Clausura,16,Mazatlán,FC Juarez,0,2,away
1150347,D. Quintero,2024-04-20 03:00:00,Estadio Alfonso Lastras Ramírez,2023,Clausura,16,Atletico San Luis,Toluca,1,5,away
1150348,A. Escobedo,2024-04-20 03:10:00,Estadio Caliente,2023,Clausura,16,Club Tijuana,Puebla,3,1,home
1150349,V. Cáceres,2024-04-20 23:00:00,Estadio León,2023,Clausura,16,Leon,Monterrey,2,0,home
1150351,Ó. Mejía,2024-04-21 01:05:00,Estadio AKRON,2023,Clausura,16,Guadalajara Chivas,Club Queretaro,2,0,home
1150350,M. Ortíz,2024-04-21 01:05:00,Estadio Universitario,2023,Clausura,16,Tigres UANL,Necaxa,5,2,home
1150354,I. Lopez,2024-04-21 01:05:00,Estadio Corona,2023,Clausura,16,Santos Laguna,Pachuca,0,2,away
1150352,F. Guerrero,2024-04-21 03:10:00,Estadio Olímpico Universitario,2023,Clausura,16,U.N.A.M. - Pumas,Club America,2,1,home
1150353,L. Santander,2024-04-22 00:00:00,Estadio Ciudad de los Deportes,2023,Clausura,16,Cruz Azul,Atlas,2,2,draw
1150355,G. Pacheco,2024-04-27 01:00:00,Estadio Cuauhtémoc,2023,Clausura,17,Puebla,Club America,1,2,away
1150356,I. Lopez,2024-04-27 03:10:00,Estadio Corregidora,2023,Clausura,17,Club Queretaro,U.N.A.M. - Pumas,1,1,draw
1150357,A. Escobedo,2024-04-27 23:06:00,Estadio Olímpico Benito Juárez,2023,Clausura,17,FC Juarez,Leon,1,1,draw
1150358,F. Hernández,2024-04-28 01:00:00,Estadio Universitario,2023,Clausura,17,Tigres UANL,Club Tijuana,4,1,home
1150360,F. Guerrero,2024-04-28 01:00:00,Estadio Nemesio Díez,2023,Clausura,17,Toluca,Cruz Azul,0,1,away
1150359,L. Santander,2024-04-28 01:10:00,Estadio Hidalgo,2023,Clausura,17,Pachuca,Mazatlán,1,1,draw
1150361,M. Ortíz,2024-04-28 03:10:00,Estadio Jalisco,2023,Clausura,17,Atlas,Guadalajara Chivas,0,1,away
1150363,I. López,2024-04-29 00:00:00,Estadio Corona,2023,Clausura,17,Santos Laguna,Atletico San Luis,0,3,away
1150362,J. Lopez,2024-04-29 00:00:00,Estadio Victoria,2023,Clausura,17,Necaxa,Monterrey,2,5,away
1197972,D. Quintero,2024-05-03 01:00:00,Estadio Victoria,2023,Clausura,Reclasificacion,Necaxa,Club Queretaro,1,1,draw
1197971,A. Escobedo,2024-05-03 03:15:00,Estadio Hidalgo,2023,Clausura,Reclasificacion,Pachuca,U.N.A.M. - Pumas,0,0,draw
1198553,F. Hernández,2024-05-06 02:06:00,Estadio Hidalgo,2023,Clausura,Play-offs,Pachuca,Necaxa,2,1,home
1197967,Ó. Mejía,2024-05-09 01:05:00,Estadio AKRON,2023,Clausura,Quarter-finals,Guadalajara Chivas,Toluca,1,0,home
1198984,F. Guerrero,2024-05-09 03:16:00,Estadio Hidalgo,2023,Clausura,Quarter-finals,Pachuca,Club America,1,1,draw
1198551,L. Santander,2024-05-10 01:00:00,Estadio Olímpico Universitario,2023,Clausura,Quarter-finals,U.N.A.M. - Pumas,Cruz Azul,0,2,away
1197969,M. Ortíz,2024-05-10 03:10:00,Estadio Universitario,2023,Clausura,Quarter-finals,Tigres UANL,Monterrey,1,2,away
1198985,V. Cáceres,2024-05-12 00:00:00,Estadio Azteca,2023,Clausura,Quarter-finals,Club America,Pachuca,1,1,draw
1197968,C. Ramos,2024-05-12 02:10:00,Estadio Nemesio Díez,2023,Clausura,Quarter-finals,Toluca,Guadalajara Chivas,0,0,draw
1198552,D. Quintero,2024-05-13 01:00:00,Estadio Ciudad de los Deportes,2023,Clausura,Quarter-finals,Cruz Azul,U.N.A.M. - Pumas,2,2,draw
1197970,F. Hernández,2024-05-13 03:10:00,Estadio BBVA,2023,Clausura,Quarter-finals,Monterrey,Tigres UANL,1,1,draw
1199963,Ó. Mejía,2024-05-16 02:05:00,Estadio AKRON,2023,Clausura,Semi-finals,Guadalajara Chivas,Club America,0,0,draw
1200174,D. Quintero,2024-05-17 03:00:00,Estadio BBVA,2023,Clausura,Semi-finals,Monterrey,Cruz Azul,0,1,away
1199964,C. Ramos,2024-05-19 02:00:00,Estadio Azteca,2023,Clausura,Semi-finals,Club America,Guadalajara Chivas,1,0,home
1200175,F. Guerrero,2024-05-20 00:00:00,Estadio Ciudad de los Deportes,2023,Clausura,Semi-finals,Cruz Azul,Monterrey,1,2,away
1200843,F. Hernández,2024-05-24 02:00:00,Estadio Ciudad de los Deportes,2023,Clausura,Final,Cruz Azul,Club America,1,1,draw
1200844,M. Ortíz,2024-05-27 01:00:00,Estadio Azteca,2023,Clausura,Final,Club America,Cruz Azul,1,0,home
721722,"Marco Antonio Ortiz Nava, Mexico",2021-07-23 02:00:00,Estadio La Corregidora,2021,Apertura,1,Club Queretaro,Club America,0,0,draw
721723,"Jorge Antonio Perez Duran, Mexico",2021-07-24 00:00:00,Estadio Victoria de Aguascalientes,2021,Apertura,1,Necaxa,Santos Laguna,0,3,away
721724,"Jorge Isaac Rojas Castillo, Mexico",2021-07-24 02:00:00,Estadio Olímpico Benito Juárez,2021,Apertura,1,FC Juarez,Toluca,1,3,away
721725,"Alejandro Funk Villafane, Mexico",2021-07-24 21:00:00,Estadio Hidalgo,2021,Apertura,1,Pachuca,Leon,4,0,home
721726,"Eduardo Galvan Basulto, Mexico",2021-07-25 02:00:00,Estadio AKRON,2021,Apertura,1,Guadalajara Chivas,Atletico San Luis,1,2,away
721727,"Luis Santander, Mexico",2021-07-25 17:00:00,Estadio Olímpico de Universitario,2021,Apertura,1,U.N.A.M. - Pumas,Atlas,0,0,draw
721728,"Oscar Mejia Garcia, Mexico",2021-07-26 00:06:00,Estadio BBVA,2021,Apertura,1,Monterrey,Puebla,1,1,draw
721729,"Oscar Macias, Mexico",2021-07-26 02:06:00,Estadio Caliente,2021,Apertura,1,Club Tijuana,Tigres UANL,1,2,away
721730,"Diego Montano, Mexico",2021-07-27 01:00:00,Estadio Azteca,2021,Apertura,1,Cruz Azul,Mazatlán,0,2,away
721731,"Edgar Ulises Rangel Araujo, Mexico",2021-07-31 00:00:00,Estadio de Mazatlán,2021,Apertura,2,Mazatlán,Pachuca,2,1,home
721732,"Fernando Guerrero Ramirez, Mexico",2021-07-31 02:05:00,Estadio Cuauhtémoc,2021,Apertura,2,Puebla,Guadalajara Chivas,0,2,away
721737,"Jorge Antonio Perez Duran, Mexico",2021-07-31 22:00:00,Estadio Leon,2021,Apertura,2,Leon,Club Tijuana,2,1,home
721733,"Fernando Hernandez, Mexico",2021-08-01 00:00:00,Estadio Azteca,2021,Apertura,2,Club America,Necaxa,2,1,home
721734,"Adonai Escobedo Gonzalez, Mexico",2021-08-01 02:00:00,Estadio BBVA,2021,Apertura,2,Monterrey,U.N.A.M. - Pumas,2,0,home
721735,"Oscar Mejia Garcia, Mexico",2021-08-01 02:05:00,Estadio Jalisco,2021,Apertura,2,Atlas,FC Juarez,2,0,home
721736,"Victor Alfonso Caceres Hernandez, Mexico",2021-08-01 17:00:00,Estadio Nemesio Díez,2021,Apertura,2,Toluca,Tigres UANL,3,1,home
721738,"Jorge Isaac Rojas Castillo, Mexico",2021-08-01 23:00:00,Estadio Nuevo Corona,2021,Apertura,2,Santos Laguna,Cruz Azul,1,1,draw
721739,"Luis Santander, Mexico",2021-08-03 02:00:00,Estadio Alfonso Lastras Ramírez,2021,Apertura,2,Atletico San Luis,Club Queretaro,1,1,draw
721740,"Daniel Quintero Huittron, Mexico",2021-08-06 02:00:00,Estadio La Corregidora,2021,Apertura,3,Club Queretaro,Leon,0,1,away
721741,"Mario Humberto Vargas Mata, Mexico",2021-08-07 00:00:00,Estadio de Mazatlán,2021,Apertura,3,Mazatlán,Monterrey,1,1,draw
721742,"Adonai Escobedo Gonzalez, Mexico",2021-08-07 02:05:00,Estadio Victoria de Aguascalientes,2021,Apertura,3,Necaxa,Cruz Azul,1,2,away
721743,"Diego Montano, Mexico",2021-08-07 02:06:00,Estadio Caliente,2021,Apertura,3,Club Tijuana,Toluca,0,2,away
721747,"Fernando Hernandez, Mexico",2021-08-07 22:00:00,Estadio AKRON,2021,Apertura,3,Guadalajara Chivas,FC Juarez,2,2,draw
721744,"Cesar Arturo Ramos Palazuelos, Mexico",2021-08-08 00:00:00,Estadio Azteca,2021,Apertura,3,Club America,Puebla,2,0,home
721745,"Marco Antonio Ortiz Nava, Mexico",2021-08-08 02:00:00,Estadio Universitario de Nuevo León,2021,Apertura,3,Tigres UANL,Santos Laguna,1,1,draw
721746,"Oscar Macias, Mexico",2021-08-08 17:00:00,Estadio Olímpico de Universitario,2021,Apertura,3,U.N.A.M. - Pumas,Atletico San Luis,1,3,away
721748,"Guillermo Pacheco Larios, Mexico",2021-08-10 02:00:00,Estadio Hidalgo,2021,Apertura,3,Pachuca,Atlas,0,1,away
721749,"Cesar Arturo Ramos Palazuelos, Mexico",2021-08-13 02:00:00,Estadio Alfonso Lastras Ramírez,2021,Apertura,4,Atletico San Luis,Necaxa,0,2,away
721750,"Jorge Isaac Rojas Castillo, Mexico",2021-08-14 00:00:00,Estadio Cuauhtémoc,2021,Apertura,4,Puebla,Tigres UANL,1,1,draw
721751,"Edgar Allan Morales Olvera, Mexico",2021-08-14 02:00:00,Estadio Olímpico Benito Juárez,2021,Apertura,4,FC Juarez,Club Tijuana,1,1,draw
721755,"Oscar Mejia Garcia, Mexico",2021-08-14 22:00:00,Estadio Olímpico de Universitario,2021,Apertura,4,U.N.A.M. - Pumas,Club Queretaro,0,0,draw
721752,"Brian Omar Gonzalez Veles, Mexico",2021-08-15 00:00:00,Estadio Leon,2021,Apertura,4,Leon,Mazatlán,3,0,home
721754,"Fernando Guerrero Ramirez, Mexico",2021-08-15 02:00:00,Estadio Azteca,2021,Apertura,4,Cruz Azul,Toluca,4,0,home
721753,"Oscar Macias, Mexico",2021-08-15 02:06:00,Estadio BBVA,2021,Apertura,4,Monterrey,Pachuca,3,1,home
721757,"Jorge Antonio Perez Duran, Mexico",2021-08-15 22:00:00,Estadio Jalisco,2021,Apertura,4,Atlas,Club America,0,1,away
721756,"Luis Santander, Mexico",2021-08-16 00:06:00,Estadio Nuevo Corona,2021,Apertura,4,Santos Laguna,Guadalajara Chivas,0,0,draw
721761,"Saul Alfredo Silva Pineda, Mexico",2021-08-17 22:00:00,Estadio Nemesio Díez,2021,Apertura,5,Toluca,Mazatlán,2,2,draw
721758,"Diego Montano, Mexico",2021-08-18 00:00:00,Estadio Universitario de Nuevo León,2021,Apertura,5,Tigres UANL,Club Queretaro,3,0,home
721760,"Eduardo Galvan Basulto, Mexico",2021-08-18 02:00:00,Estadio Victoria de Aguascalientes,2021,Apertura,5,Necaxa,U.N.A.M. - Pumas,3,0,home
721759,"Fernando Hernandez, Mexico",2021-08-18 02:06:00,Estadio Caliente,2021,Apertura,5,Club Tijuana,Puebla,1,1,draw
721763,"Fernando Guerrero Ramirez, Mexico",2021-08-19 00:00:00,Estadio Nuevo Corona,2021,Apertura,5,Santos Laguna,Atlas,1,1,draw
721762,"Jorge Antonio Perez Duran, Mexico",2021-08-19 00:00:00,Estadio Azteca,2021,Apertura,5,Cruz Azul,Monterrey,1,1,draw
721764,"Adonai Escobedo Gonzalez, Mexico",2021-08-19 02:00:00,Estadio AKRON,2021,Apertura,5,Guadalajara Chivas,Leon,0,3,away
721765,"Luis Santander, Mexico",2021-08-19 02:00:00,Estadio Olímpico Benito Juárez,2021,Apertura,5,FC Juarez,Club America,1,2,away
721767,"Eduardo Galvan Basulto, Mexico",2021-08-21 02:00:00,Estadio de Mazatlán,2021,Apertura,6,Mazatlán,Tigres UANL,0,3,away
721772,"Marco Antonio Ortiz Nava, Mexico",2021-08-21 22:00:00,Estadio Jalisco,2021,Apertura,6,Atlas,Toluca,0,0,draw
721768,"Fernando Hernandez, Mexico",2021-08-22 00:00:00,Estadio Leon,2021,Apertura,6,Leon,Santos Laguna,1,1,draw
721769,"Oscar Mejia Garcia, Mexico",2021-08-22 02:00:00,Estadio Alfonso Lastras Ramírez,2021,Apertura,6,Atletico San Luis,Cruz Azul,0,0,draw
721770,"Diego Montano, Mexico",2021-08-22 02:36:00,Estadio BBVA,2021,Apertura,6,Monterrey,Guadalajara Chivas,0,0,draw
721771,"Brian Omar Gonzalez Veles, Mexico",2021-08-22 17:00:00,Estadio Olímpico de Universitario,2021,Apertura,6,U.N.A.M. - Pumas,Puebla,2,0,home
721775,"Jorge Isaac Rojas Castillo, Mexico",2021-08-22 22:00:00,Estadio Azteca,2021,Apertura,6,Club America,Club Tijuana,2,0,home
721773,"Daniel Quintero Huittron, Mexico",2021-08-23 00:00:00,Estadio Victoria de Aguascalientes,2021,Apertura,6,Necaxa,FC Juarez,1,0,home
721774,"Cesar Arturo Ramos Palazuelos, Mexico",2021-08-23 02:00:00,Estadio La Corregidora,2021,Apertura,6,Club Queretaro,Pachuca,0,2,away
721777,"Adonai Escobedo Gonzalez, Mexico",2021-08-28 00:00:00,Estadio de Mazatlán,2021,Apertura,7,Mazatlán,Atletico San Luis,2,2,draw
721776,"Erick Yair Miranda Galindo, Mexico",2021-08-28 02:00:00,Estadio Cuauhtémoc,2021,Apertura,7,Puebla,Club Queretaro,1,0,home
721778,"Fernando Guerrero Ramirez, Mexico",2021-08-28 02:06:00,Estadio Caliente,2021,Apertura,7,Club Tijuana,Monterrey,2,2,draw
721782,"Jorge Isaac Rojas Castillo, Mexico",2021-08-28 22:00:00,Estadio AKRON,2021,Apertura,7,Guadalajara Chivas,Necaxa,2,1,home
721779,"Luis Santander, Mexico",2021-08-29 00:00:00,Estadio Universitario de Nuevo León,2021,Apertura,7,Tigres UANL,Atlas,1,1,draw
721780,"Marco Antonio Ortiz Nava, Mexico",2021-08-29 02:00:00,Estadio Leon,2021,Apertura,7,Leon,Club America,1,1,draw
721781,"Cesar Arturo Ramos Palazuelos, Mexico",2021-08-29 17:00:00,Estadio Nemesio Díez,2021,Apertura,7,Toluca,U.N.A.M. - Pumas,2,1,home
721783,"Oscar Macias, Mexico",2021-08-29 23:00:00,Estadio Nuevo Corona,2021,Apertura,7,Santos Laguna,FC Juarez,2,0,home
721784,"Alejandro Funk Villafane, Mexico",2021-08-30 01:00:00,Estadio Azteca,2021,Apertura,7,Cruz Azul,Pachuca,1,1,draw
721785,J. Esquivel,2021-09-11 00:00:00,Estadio Cuauhtémoc,2021,Apertura,8,Puebla,Atletico San Luis,2,2,draw
721787,M. Ortíz,2021-09-11 02:00:00,Estadio Olímpico Benito Juárez,2021,Apertura,8,FC Juarez,Cruz Azul,2,1,home
721786,L. Santander,2021-09-11 02:06:00,Estadio Caliente,2021,Apertura,8,Club Tijuana,Santos Laguna,2,1,home
721790,"Oscar Macias, Mexico",2021-09-11 22:00:00,Estadio Jalisco,2021,Apertura,8,Atlas,Monterrey,2,1,home
721788,J. Pérez,2021-09-12 00:00:00,Estadio Universitario de Nuevo León,2021,Apertura,8,Tigres UANL,Leon,2,2,draw
721789,D. Montaño,2021-09-12 02:00:00,Estadio Azteca,2021,Apertura,8,Club America,Mazatlán,2,0,home
721792,"Fernando Guerrero Ramirez, Mexico",2021-09-12 22:00:00,Estadio Olímpico de Universitario,2021,Apertura,8,U.N.A.M. - Pumas,Guadalajara Chivas,0,0,draw
721791,"Fernando Hernandez, Mexico",2021-09-13 00:00:00,Estadio La Corregidora,2021,Apertura,8,Club Queretaro,Necaxa,3,0,home
721793,"Oscar Mejia Garcia, Mexico",2021-09-14 02:00:00,Estadio Hidalgo,2021,Apertura,8,Pachuca,Toluca,1,2,away
721794,"Oscar Mejia Garcia, Mexico",2021-09-17 00:00:00,Estadio Alfonso Lastras Ramírez,2021,Apertura,9,Atletico San Luis,Club Tijuana,4,1,home
721795,F. Guerrero,2021-09-18 02:00:00,Estadio Victoria de Aguascalientes,2021,Apertura,9,Necaxa,Atlas,0,3,away
721799,"Adonai Escobedo Gonzalez, Mexico",2021-09-18 22:00:00,Estadio Leon,2021,Apertura,9,Leon,FC Juarez,0,1,away
721797,"Jorge Isaac Rojas Castillo, Mexico",2021-09-19 00:00:00,Estadio Nemesio Díez,2021,Apertura,9,Toluca,Club America,3,1,home
721798,"Diego Montano, Mexico",2021-09-19 02:00:00,Estadio AKRON,2021,Apertura,9,Guadalajara Chivas,Pachuca,1,0,home
721796,"Erick Yair Miranda Galindo, Mexico",2021-09-19 02:00:00,Estadio de Mazatlán,2021,Apertura,9,Mazatlán,U.N.A.M. - Pumas,2,2,draw
721801,"Edgar Allan Morales Olvera, Mexico",2021-09-20 00:00:00,Estadio Azteca,2021,Apertura,9,Cruz Azul,Club Queretaro,2,0,home
721800,"Fernando Hernandez, Mexico",2021-09-20 00:06:00,Estadio BBVA,2021,Apertura,9,Monterrey,Tigres UANL,2,0,home
721802,"Cesar Arturo Ramos Palazuelos, Mexico",2021-09-20 02:06:00,Estadio Nuevo Corona,2021,Apertura,9,Santos Laguna,Puebla,1,1,draw
721839,"Eduardo Galvan Basulto, Mexico",2021-09-22 02:00:00,Estadio Olímpico Benito Juárez,2021,Apertura,14,FC Juarez,Atletico San Luis,1,0,home
721812,"Erick Yair Miranda Galindo, Mexico",2021-09-23 00:06:00,Estadio BBVA,2021,Apertura,11,Monterrey,Toluca,2,0,home
721803,"Jorge Antonio Perez Duran, Mexico",2021-09-24 02:00:00,Estadio Hidalgo,2021,Apertura,10,Pachuca,Necaxa,1,0,home
721804,Ó. Mejía,2021-09-25 01:00:00,Estadio Cuauhtémoc,2021,Apertura,10,Puebla,Cruz Azul,1,1,draw
721806,A. Escobedo,2021-09-25 02:06:00,Estadio Caliente,2021,Apertura,10,Club Tijuana,Mazatlán,0,0,draw
721810,"Jorge Isaac Rojas Castillo, Mexico",2021-09-25 22:00:00,Estadio Jalisco,2021,Apertura,10,Atlas,Leon,2,0,home
721807,Ó. Macías,2021-09-26 00:00:00,Estadio Universitario de Nuevo León,2021,Apertura,10,Tigres UANL,U.N.A.M. - Pumas,0,0,draw
721808,C. Ramos,2021-09-26 02:00:00,Estadio Azteca,2021,Apertura,10,Club America,Guadalajara Chivas,0,0,draw
721809,"Luis Santander, Mexico",2021-09-26 17:00:00,Estadio Nemesio Díez,2021,Apertura,10,Toluca,Atletico San Luis,1,2,away
721811,"Alberto Morin Mendez, Mexico",2021-09-27 00:06:00,Estadio Nuevo Corona,2021,Apertura,10,Santos Laguna,Monterrey,1,2,away
721816,"Guillermo Pacheco Larios, Mexico",2021-09-28 22:00:00,Estadio Victoria de Aguascalientes,2021,Apertura,11,Necaxa,Club Tijuana,3,0,home
721815,J. Pérez,2021-09-29 00:00:00,Estadio de Mazatlán,2021,Apertura,11,Mazatlán,FC Juarez,3,1,home
721813,F. Hernández,2021-09-29 02:00:00,Estadio Jalisco,2021,Apertura,11,Atlas,Puebla,0,1,away
721814,F. Guerrero,2021-09-29 02:05:00,Estadio Hidalgo,2021,Apertura,11,Pachuca,Club America,1,1,draw
721818,"Jorge Isaac Rojas Castillo, Mexico",2021-09-29 22:00:00,Estadio Alfonso Lastras Ramírez,2021,Apertura,11,Atletico San Luis,Tigres UANL,0,3,away
721817,L. Santander,2021-09-30 02:15:00,Estadio La Corregidora,2021,Apertura,11,Club Queretaro,Guadalajara Chivas,1,0,home
721821,D. Quintero,2021-10-02 00:00:00,Estadio Cuauhtémoc,2021,Apertura,12,Puebla,Pachuca,1,2,away
721822,F. Hernández,2021-10-02 02:00:00,Estadio Olímpico Benito Juárez,2021,Apertura,12,FC Juarez,Monterrey,3,1,home
721826,"Victor Alfonso Caceres Hernandez, Mexico",2021-10-02 22:00:00,Estadio Leon,2021,Apertura,12,Leon,Atletico San Luis,0,0,draw
721827,"Erick Yair Miranda Galindo, Mexico",2021-10-03 00:06:00,Estadio Nuevo Corona,2021,Apertura,12,Santos Laguna,Mazatlán,1,0,home
