id,referee,date,stadium,season,tournament,round,home_team,away_team,home_goals,away_goals,result
143508,"Erick Yair Miranda Galindo, Mexico",2017-10-18 01:00:00,Estadio La Corregidora,2017,Apertura,10,Club Queretaro,Cruz Azul,1,2,away
143509,"Fernando Hernandez, Mexico",2017-10-18 01:45:00,Estadio Universitario (UANL),2017,Apertura,10,Tigres UANL,Veracruz,1,0,home
143510,"Eduardo Galvan Basulto, Mexico",2017-10-18 02:00:00,Estadio Olimpico Universitario,2017,Apertura,10,U.N.A.M. - Pumas,Leon,2,0,home
143511,"Jorge Isaac Rojas Castillo, Mexico",2017-10-18 02:30:00,Estadio Jalisco,2017,Apertura,10,Atlas,Monarcas,0,1,away
143512,"Paul Enrique Delgadillo Haro, Mexico",2017-10-19 00:00:00,Estadio TSM Corona,2017,Apertura,10,Santos Laguna,Necaxa,3,2,home
143513,"Diego Montano, Mexico",2017-10-19 00:06:00,Estadio Miguel Hidalgo,2017,Apertura,10,Pachuca,Toluca,2,2,draw
143515,"Francisco Chacon Gutierrez, Mexico",2017-10-19 02:00:00,Estadio Azteca,2017,Apertura,10,Club America,Guadalajara Chivas,2,1,home
143514,"Cesar Arturo Ramos Palazuelos, Mexico",2017-10-19 02:00:00,Estadio Cuauhtemoc,2017,Apertura,10,Puebla,Monterrey,2,0,home
143543,"Jose Penaloza, Mexico",2017-10-21 00:00:00,Estadio Jose Maria Morelos y Pavon,2017,Apertura,14,Monarcas,Leon,0,0,draw
143544,"Fernando Guerrero Ramirez, Mexico",2017-10-21 02:00:00,Estadio Jalisco,2017,Apertura,14,Atlas,Club Tijuana,1,0,home
143546,"Cesar Arturo Ramos Palazuelos, Mexico",2017-10-21 22:00:00,Estadio La Corregidora,2017,Apertura,14,Club Queretaro,Santos Laguna,1,2,away
143545,"Diego Montano, Mexico",2017-10-21 22:00:00,Estadio Universitario BUAP,2017,Apertura,14,Lobos Buap,Cruz Azul,3,0,home
143547,"Jorge Isaac Rojas Castillo, Mexico",2017-10-22 00:00:00,Estadio Universitario (UANL),2017,Apertura,14,Tigres UANL,Toluca,3,0,home
143548,"Jorge Antonio Perez Duran, Mexico",2017-10-22 00:06:00,Estadio Miguel Hidalgo,2017,Apertura,14,Pachuca,Puebla,1,0,home
143549,"Luis Santander, Mexico",2017-10-22 02:00:00,Estadio Azteca,2017,Apertura,14,Club America,Necaxa,0,1,away
143550,"Francisco Chacon Gutierrez, Mexico",2017-10-22 17:00:00,Estadio Olimpico Universitario,2017,Apertura,14,U.N.A.M. - Pumas,Monterrey,0,1,away
143551,"Paul Enrique Delgadillo Haro, Mexico",2017-10-23 00:15:00,Estadio Luis Pirata Fuente,2017,Apertura,14,Veracruz,Guadalajara Chivas,2,3,away
143552,"Adonai Escobedo Gonzalez, Mexico",2017-10-28 00:00:00,Estadio Cuauhtemoc,2017,Apertura,15,Puebla,U.N.A.M. - Pumas,3,0,home
143554,"Oscar Macias, Mexico",2017-10-28 23:00:00,Estadio La Corregidora,2017,Apertura,15,Club Queretaro,Atlas,2,2,draw
143553,"Roberto Garcia Orozco, Mexico",2017-10-28 23:00:00,Estadio Azul,2017,Apertura,15,Cruz Azul,Tigres UANL,1,2,away
143555,"Jorge Isaac Rojas Castillo, Mexico",2017-10-29 01:00:00,Estadio BBVA Bancomer,2017,Apertura,15,Monterrey,Club America,2,0,home
143556,"Cesar Arturo Ramos Palazuelos, Mexico",2017-10-29 01:06:00,Estadio Leon,2017,Apertura,15,Leon,Veracruz,6,2,home
143557,"Jorge Antonio Perez Duran, Mexico",2017-10-29 02:00:00,Estadio Victoria,2017,Apertura,15,Necaxa,Lobos Buap,5,0,home
143558,"Fernando Hernandez, Mexico",2017-10-29 02:06:00,Estadio Akron,2017,Apertura,15,Guadalajara Chivas,Club Tijuana,3,1,home
143559,"Francisco Chacon Gutierrez, Mexico",2017-10-29 18:00:00,Estadio Nemesio Diez,2017,Apertura,15,Toluca,Monarcas,0,1,away
143560,"Marco Antonio Ortiz Nava, Mexico",2017-10-30 01:15:00,Estadio TSM Corona,2017,Apertura,15,Santos Laguna,Pachuca,2,2,draw
143497,"Paul Enrique Delgadillo Haro, Mexico",2017-11-02 03:00:00,Estadio Jalisco,2017,Apertura,8,Atlas,Tigres UANL,1,1,draw
143561,"Fernando Hernandez, Mexico",2017-11-04 01:00:00,Estadio Jose Maria Morelos y Pavon,2017,Apertura,16,Monarcas,Cruz Azul,1,2,away
143562,"Oscar Macias, Mexico",2017-11-04 03:00:00,Estadio Caliente,2017,Apertura,16,Club Tijuana,Leon,2,1,home
143563,"Paul Enrique Delgadillo Haro, Mexico",2017-11-04 23:00:00,Estadio Universitario BUAP,2017,Apertura,16,Lobos Buap,Monterrey,2,1,home
143564,"Francisco Chacon Gutierrez, Mexico",2017-11-05 01:06:00,Estadio Miguel Hidalgo,2017,Apertura,16,Pachuca,Club Queretaro,0,1,away
143565,"Fernando Guerrero Ramirez, Mexico",2017-11-05 03:00:00,Estadio Azteca,2017,Apertura,16,Club America,Puebla,1,1,draw
143566,"Jorge Isaac Rojas Castillo, Mexico",2017-11-05 03:06:00,Estadio Akron,2017,Apertura,16,Guadalajara Chivas,Atlas,1,2,away
143567,"Luis Santander, Mexico",2017-11-05 18:00:00,Estadio Olimpico Universitario,2017,Apertura,16,U.N.A.M. - Pumas,Santos Laguna,2,2,draw
143568,"Adonai Escobedo Gonzalez, Mexico",2017-11-06 01:00:00,Estadio Universitario (UANL),2017,Apertura,16,Tigres UANL,Necaxa,1,0,home
143569,"Marco Antonio Ortiz Nava, Mexico",2017-11-06 01:15:00,Estadio Luis Pirata Fuente,2017,Apertura,16,Veracruz,Toluca,0,1,away
143524,"Oscar Macias, Mexico",2017-11-10 03:00:00,Estadio BBVA Bancomer,2017,Apertura,11,Monterrey,Santos Laguna,1,1,draw
143570,"Jorge Isaac Rojas Castillo, Mexico",2017-11-18 01:00:00,Estadio Cuauhtemoc,2017,Apertura,17,Puebla,Lobos Buap,0,1,away
143571,"Fernando Hernandez, Mexico",2017-11-18 03:00:00,Estadio Jalisco,2017,Apertura,17,Atlas,Pachuca,1,1,draw
143573,"Jorge Antonio Perez Duran, Mexico",2017-11-18 23:00:00,Estadio La Corregidora,2017,Apertura,17,Club Queretaro,U.N.A.M. - Pumas,1,1,draw
143572,"Oscar Macias, Mexico",2017-11-18 23:00:00,Estadio Azul,2017,Apertura,17,Cruz Azul,Veracruz,1,0,home
143574,"Cesar Arturo Ramos Palazuelos, Mexico",2017-11-19 01:00:00,Estadio BBVA Bancomer,2017,Apertura,17,Monterrey,Tigres UANL,2,0,home
143575,"Adonai Escobedo Gonzalez, Mexico",2017-11-19 01:06:00,Estadio Leon,2017,Apertura,17,Leon,Guadalajara Chivas,0,2,away
143576,"Fernando Guerrero Ramirez, Mexico",2017-11-19 03:00:00,Estadio Victoria,2017,Apertura,17,Necaxa,Monarcas,1,2,away
143577,"Luis Santander, Mexico",2017-11-19 18:00:00,Estadio Nemesio Diez,2017,Apertura,17,Toluca,Club Tijuana,3,1,home
143578,"Diego Montano, Mexico",2017-11-20 00:30:00,Estadio TSM Corona,2017,Apertura,17,Santos Laguna,Club America,0,1,away
143265,,2017-11-23 01:30:00,Estadio Nemesio Díez (Toluca de Lerdo),2017,Apertura,Quarter-finals,Toluca,Monarcas,2,1,home
143267,,2017-11-23 03:36:00,Estadio León (Nou Camp) (León de los Aldamas),2017,Apertura,Quarter-finals,Leon,Tigres UANL,1,1,draw
143269,,2017-11-24 01:30:00,Estadio Azul (Ciudad de México (D.F.)),2017,Apertura,Quarter-finals,Cruz Azul,Club America,0,0,draw
143271,,2017-11-24 03:30:00,Estadio Jalisco (Guadalajara),2017,Apertura,Quarter-finals,Atlas,Monterrey,1,2,away
143268,,2017-11-26 01:00:00,Estadio Universitario de Nuevo León (San Nicolás de los Garza),2017,Apertura,Quarter-finals,Tigres UANL,Leon,1,1,draw
143266,,2017-11-26 03:00:00,Estadio Generalísimo José María Morelos y Pavón (Morelia),2017,Apertura,Quarter-finals,Monarcas,Toluca,2,1,home
143272,,2017-11-27 00:00:00,Estadio BBVA Bancomer (Guadalupe),2017,Apertura,Quarter-finals,Monterrey,Atlas,4,1,home
143270,,2017-11-27 02:00:00,Estadio Azteca (Ciudad de México (D.F.)),2017,Apertura,Quarter-finals,Club America,Cruz Azul,0,0,draw
143261,,2017-11-30 03:00:00,Estadio Azteca (Ciudad de México (D.F.)),2017,Apertura,Semi-finals,Club America,Tigres UANL,0,1,away
143263,,2017-12-01 01:30:00,Estadio Generalísimo José María Morelos y Pavón (Morelia),2017,Apertura,Semi-finals,Monarcas,Monterrey,0,1,away
143262,,2017-12-03 01:00:00,Estadio Universitario de Nuevo León (San Nicolás de los Garza),2017,Apertura,Semi-finals,Tigres UANL,Club America,3,0,home
143264,,2017-12-04 00:00:00,Estadio BBVA Bancomer (Guadalupe),2017,Apertura,Semi-finals,Monterrey,Monarcas,4,0,home
143259,,2017-12-08 02:00:00,Estadio Universitario de Nuevo León (San Nicolás de los Garza),2017,Apertura,Finals,Tigres UANL,Monterrey,1,1,draw
143260,,2017-12-11 00:00:00,Estadio BBVA Bancomer (Guadalupe),2017,Apertura,Finals,Monterrey,Tigres UANL,1,2,away
143273,,2018-01-06 01:00:00,Estadio Cuauhtémoc (Puebla),2017,Clausura,1,Puebla,Tigres UANL,2,1,home
143274,,2018-01-06 03:00:00,Estadio Jalisco (Guadalajara),2017,Clausura,1,Atlas,Leon,1,2,away
143275,,2018-01-06 23:00:00,Estadio Azul (Ciudad de México (D.F.)),2017,Clausura,1,Cruz Azul,Club Tijuana,0,0,draw
143276,,2018-01-07 01:00:00,Estadio BBVA Bancomer (Guadalupe),2017,Clausura,1,Monterrey,Monarcas,1,1,draw
143277,,2018-01-07 01:06:00,Estadio Hidalgo (Pachuca de Soto),2017,Clausura,1,Pachuca,U.N.A.M. - Pumas,2,3,away
143278,,2018-01-07 03:00:00,Estadio Victoria de Aguascalientes (Aguascalientes),2017,Clausura,1,Necaxa,Veracruz,0,0,draw
143279,,2018-01-07 18:00:00,Estadio Nemesio Díez (Toluca de Lerdo),2017,Clausura,1,Toluca,Guadalajara Chivas,1,1,draw
143281,,2018-01-08 00:00:00,Estadio Nuevo Corona (Torreón),2017,Clausura,1,Santos Laguna,Lobos Buap,4,2,home
143280,,2018-01-08 00:00:00,Estadio La Corregidora (Santiago de Querétaro),2017,Clausura,1,Club Queretaro,Club America,0,1,away
143283,,2018-01-13 03:00:00,Estadio Caliente (Tijuana),2017,Clausura,2,Club Tijuana,Necaxa,1,0,home
143282,,2018-01-13 03:00:00,Estadio Generalísimo José María Morelos y Pavón (Morelia),2017,Clausura,2,Monarcas,Puebla,1,0,home
143285,,2018-01-13 23:00:00,Estadio Azteca (Ciudad de México (D.F.)),2017,Clausura,2,Club America,Pachuca,2,2,draw
143284,,2018-01-13 23:00:00,Estadio Universitario BUAP (Puebla),2017,Clausura,2,Lobos Buap,Club Queretaro,0,2,away
143286,,2018-01-14 01:00:00,Estadio Universitario de Nuevo León (San Nicolás de los Garza),2017,Clausura,2,Tigres UANL,Santos Laguna,2,1,home
143287,,2018-01-14 01:06:00,Estadio León (Nou Camp) (León de los Aldamas),2017,Clausura,2,Leon,Toluca,3,1,home
143288,,2018-01-14 03:06:00,Estadio AKRON (Zapopan),2017,Clausura,2,Guadalajara Chivas,Cruz Azul,1,3,away
143289,,2018-01-14 18:00:00,Estadio Olímpico de Universitario (Ciudad de México (D.F.)),2017,Clausura,2,U.N.A.M. - Pumas,Atlas,3,1,home
143290,,2018-01-15 00:00:00,Estadio Luis de la Fuente (Veracruz),2017,Clausura,2,Veracruz,Monterrey,0,2,away
143291,,2018-01-20 01:00:00,Estadio Cuauhtémoc (Puebla),2017,Clausura,3,Puebla,Veracruz,2,0,home
143292,,2018-01-20 03:00:00,Estadio Jalisco (Guadalajara),2017,Clausura,3,Atlas,Toluca,1,3,away
143293,,2018-01-20 23:00:00,Estadio La Corregidora (Santiago de Querétaro),2017,Clausura,3,Club Queretaro,Tigres UANL,0,0,draw
143294,,2018-01-20 23:00:00,Estadio Azul (Ciudad de México (D.F.)),2017,Clausura,3,Cruz Azul,Leon,0,0,draw
143295,,2018-01-21 01:00:00,Estadio BBVA Bancomer (Guadalupe),2017,Clausura,3,Monterrey,Club Tijuana,0,0,draw
143296,,2018-01-21 01:06:00,Estadio Hidalgo (Pachuca de Soto),2017,Clausura,3,Pachuca,Lobos Buap,3,1,home
143297,,2018-01-21 03:00:00,Estadio Victoria de Aguascalientes (Aguascalientes),2017,Clausura,3,Necaxa,Guadalajara Chivas,1,3,away
143298,,2018-01-21 18:00:00,Estadio Olímpico de Universitario (Ciudad de México (D.F.)),2017,Clausura,3,U.N.A.M. - Pumas,Club America,0,0,draw
143299,,2018-01-22 00:00:00,Estadio Nuevo Corona (Torreón),2017,Clausura,3,Santos Laguna,Monarcas,1,0,home
143300,,2018-01-27 01:00:00,Estadio Generalísimo José María Morelos y Pavón (Morelia),2017,Clausura,4,Monarcas,Club Queretaro,1,0,home
143301,,2018-01-27 03:00:00,Estadio Caliente (Tijuana),2017,Clausura,4,Club Tijuana,Puebla,2,0,home
143302,,2018-01-27 23:00:00,Estadio Universitario BUAP (Puebla),2017,Clausura,4,Lobos Buap,U.N.A.M. - Pumas,1,1,draw
143303,,2018-01-28 01:00:00,Estadio Universitario de Nuevo León (San Nicolás de los Garza),2017,Clausura,4,Tigres UANL,Pachuca,3,2,home
143304,,2018-01-28 01:06:00,Estadio León (Nou Camp) (León de los Aldamas),2017,Clausura,4,Leon,Necaxa,0,4,away
143305,,2018-01-28 03:00:00,Estadio Azteca (Ciudad de México (D.F.)),2017,Clausura,4,Club America,Atlas,1,0,home
143306,,2018-01-28 03:06:00,Estadio AKRON (Zapopan),2017,Clausura,4,Guadalajara Chivas,Monterrey,1,2,away
143307,,2018-01-28 18:00:00,Estadio Nemesio Díez (Toluca de Lerdo),2017,Clausura,4,Toluca,Cruz Azul,1,1,draw
143308,,2018-01-29 00:00:00,Estadio Luis de la Fuente (Veracruz),2017,Clausura,4,Veracruz,Santos Laguna,1,1,draw
143309,,2018-02-03 01:00:00,Estadio Cuauhtémoc (Puebla),2017,Clausura,5,Puebla,Guadalajara Chivas,2,0,home
143310,,2018-02-03 03:00:00,Estadio Jalisco (Guadalajara),2017,Clausura,5,Atlas,Cruz Azul,2,1,home
143311,,2018-02-03 23:00:00,Estadio La Corregidora (Santiago de Querétaro),2017,Clausura,5,Club Queretaro,Veracruz,0,1,away
143312,,2018-02-04 01:00:00,Estadio BBVA Bancomer (Guadalupe),2017,Clausura,5,Monterrey,Leon,5,1,home
143313,,2018-02-04 01:00:00,Estadio Nuevo Corona (Torreón),2017,Clausura,5,Santos Laguna,Club Tijuana,0,0,draw
143314,,2018-02-04 01:06:00,Estadio Hidalgo (Pachuca de Soto),2017,Clausura,5,Pachuca,Monarcas,2,3,away
143315,,2018-02-04 03:00:00,Estadio Azteca (Ciudad de México (D.F.)),2017,Clausura,5,Club America,Lobos Buap,5,1,home
143316,,2018-02-04 03:00:00,Estadio Victoria de Aguascalientes (Aguascalientes),2017,Clausura,5,Necaxa,Toluca,0,0,draw
143317,,2018-02-04 18:00:00,Estadio Olímpico de Universitario (Ciudad de México (D.F.)),2017,Clausura,5,U.N.A.M. - Pumas,Tigres UANL,2,0,home
143318,,2018-02-10 01:00:00,Estadio Generalísimo José María Morelos y Pavón (Morelia),2017,Clausura,6,Monarcas,U.N.A.M. - Pumas,1,2,away
143319,,2018-02-10 03:00:00,Estadio Caliente (Tijuana),2017,Clausura,6,Club Tijuana,Club Queretaro,0,2,away
143321,,2018-02-10 23:00:00,Estadio Azul (Ciudad de México (D.F.)),2017,Clausura,6,Cruz Azul,Necaxa,0,2,away
143320,,2018-02-10 23:00:00,Estadio Universitario BUAP (Puebla),2017,Clausura,6,Lobos Buap,Atlas,3,1,home
143322,,2018-02-11 01:00:00,Estadio Universitario de Nuevo León (San Nicolás de los Garza),2017,Clausura,6,Tigres UANL,Club America,1,1,draw
143323,,2018-02-11 01:06:00,Estadio León (Nou Camp) (León de los Aldamas),2017,Clausura,6,Leon,Puebla,2,1,home
143324,,2018-02-11 03:06:00,Estadio AKRON (Zapopan),2017,Clausura,6,Guadalajara Chivas,Santos Laguna,0,2,away
143325,,2018-02-11 18:00:00,Estadio Nemesio Díez (Toluca de Lerdo),2017,Clausura,6,Toluca,Monterrey,2,1,home
143326,,2018-02-12 00:00:00,Estadio Luis de la Fuente (Veracruz),2017,Clausura,6,Veracruz,Pachuca,0,1,away
143327,,2018-02-14 01:00:00,Estadio Jalisco (Guadalajara),2017,Clausura,7,Atlas,Necaxa,1,1,draw
143328,,2018-02-14 02:30:00,Estadio Universitario BUAP (Puebla),2017,Clausura,7,Lobos Buap,Tigres UANL,0,0,draw
143329,,2018-02-14 02:45:00,Estadio Azteca (Ciudad de México (D.F.)),2017,Clausura,7,Club America,Monarcas,4,1,home
143330,,2018-02-15 01:00:00,Estadio Nuevo Corona (Torreón),2017,Clausura,7,Santos Laguna,Leon,5,1,home
143331,,2018-02-15 01:00:00,Estadio La Corregidora (Santiago de Querétaro),2017,Clausura,7,Club Queretaro,Guadalajara Chivas,2,2,draw
143332,,2018-02-15 02:45:00,Estadio BBVA Bancomer (Guadalupe),2017,Clausura,7,Monterrey,Cruz Azul,2,2,draw
143333,,2018-02-15 03:00:00,Estadio Olímpico de Universitario (Ciudad de México (D.F.)),2017,Clausura,7,U.N.A.M. - Pumas,Veracruz,1,2,away
143334,,2018-02-15 03:00:00,Estadio Cuauhtémoc (Puebla),2017,Clausura,7,Puebla,Toluca,2,0,home
143335,,2018-02-15 03:06:00,Estadio Hidalgo (Pachuca de Soto),2017,Clausura,7,Pachuca,Club Tijuana,2,0,home
143336,,2018-02-17 01:00:00,Estadio Generalísimo José María Morelos y Pavón (Morelia),2017,Clausura,8,Monarcas,Lobos Buap,2,1,home
143337,,2018-02-17 23:00:00,Estadio Azul (Ciudad de México (D.F.)),2017,Clausura,8,Cruz Azul,Puebla,1,1,draw
143338,,2018-02-18 01:00:00,Estadio Universitario de Nuevo León (San Nicolás de los Garza),2017,Clausura,8,Tigres UANL,Atlas,2,0,home
143339,,2018-02-18 01:06:00,Estadio León (Nou Camp) (León de los Aldamas),2017,Clausura,8,Leon,Club Queretaro,1,1,draw
143340,,2018-02-18 02:30:00,Estadio Caliente (Tijuana),2017,Clausura,8,Club Tijuana,U.N.A.M. - Pumas,4,1,home
143341,,2018-02-18 03:00:00,Estadio Victoria de Aguascalientes (Aguascalientes),2017,Clausura,8,Necaxa,Monterrey,3,0,home
143342,,2018-02-18 03:06:00,Estadio AKRON (Zapopan),2017,Clausura,8,Guadalajara Chivas,Pachuca,1,1,draw
143343,,2018-02-18 18:00:00,Estadio Nemesio Díez (Toluca de Lerdo),2017,Clausura,8,Toluca,Santos Laguna,2,0,home
143344,,2018-02-19 00:00:00,Estadio Luis de la Fuente (Veracruz),2017,Clausura,8,Veracruz,Club America,1,1,draw
143346,,2018-02-24 03:00:00,Estadio Jalisco (Guadalajara),2017,Clausura,9,Atlas,Monterrey,0,1,away
143345,,2018-02-24 03:00:00,Estadio Cuauhtémoc (Puebla),2017,Clausura,9,Puebla,Necaxa,1,1,draw
143348,,2018-02-24 23:00:00,Estadio La Corregidora (Santiago de Querétaro),2017,Clausura,9,Club Queretaro,Toluca,0,2,away
143347,,2018-02-24 23:00:00,Estadio Universitario BUAP (Puebla),2017,Clausura,9,Lobos Buap,Veracruz,5,0,home
143349,,2018-02-25 01:00:00,Estadio Universitario de Nuevo León (San Nicolás de los Garza),2017,Clausura,9,Tigres UANL,Monarcas,2,1,home
143350,,2018-02-25 01:06:00,Estadio Hidalgo (Pachuca de Soto),2017,Clausura,9,Pachuca,Leon,2,1,home
143351,,2018-02-25 03:00:00,Estadio Azteca (Ciudad de México (D.F.)),2017,Clausura,9,Club America,Club Tijuana,0,0,draw
143352,,2018-02-25 18:00:00,Estadio Olímpico de Universitario (Ciudad de México (D.F.)),2017,Clausura,9,U.N.A.M. - Pumas,Guadalajara Chivas,1,1,draw
143353,,2018-02-26 00:00:00,Estadio Nuevo Corona (Torreón),2017,Clausura,9,Santos Laguna,Cruz Azul,2,0,home
143355,,2018-03-03 03:00:00,Estadio Caliente (Tijuana),2017,Clausura,10,Club Tijuana,Lobos Buap,3,1,home
143354,,2018-03-03 03:00:00,Estadio Generalísimo José María Morelos y Pavón (Morelia),2017,Clausura,10,Monarcas,Atlas,2,1,home
143356,,2018-03-03 23:00:00,Estadio Azul (Ciudad de México (D.F.)),2017,Clausura,10,Cruz Azul,Club Queretaro,0,1,away
143357,,2018-03-04 01:00:00,Estadio BBVA Bancomer (Guadalupe),2017,Clausura,10,Monterrey,Puebla,1,3,away
143358,,2018-03-04 01:06:00,Estadio León (Nou Camp) (León de los Aldamas),2017,Clausura,10,Leon,U.N.A.M. - Pumas,3,0,home
143359,,2018-03-04 03:00:00,Estadio Victoria de Aguascalientes (Aguascalientes),2017,Clausura,10,Necaxa,Santos Laguna,1,2,away
143360,,2018-03-04 03:06:00,Estadio AKRON (Zapopan),2017,Clausura,10,Guadalajara Chivas,Club America,1,1,draw
143361,,2018-03-04 18:00:00,Estadio Nemesio Díez (Toluca de Lerdo),2017,Clausura,10,Toluca,Pachuca,2,1,home
143362,,2018-03-05 00:00:00,Estadio Luis de la Fuente (Veracruz),2017,Clausura,10,Veracruz,Tigres UANL,0,2,away
143363,,2018-03-10 01:00:00,Estadio Generalísimo José María Morelos y Pavón (Morelia),2017,Clausura,11,Monarcas,Veracruz,2,0,home
143364,,2018-03-10 03:00:00,Estadio Jalisco (Guadalajara),2017,Clausura,11,Atlas,Puebla,1,0,home
143367,,2018-03-10 23:00:00,Estadio La Corregidora (Santiago de Querétaro),2017,Clausura,11,Club Queretaro,Necaxa,1,1,draw
143365,,2018-03-10 23:00:00,Estadio Azul (Ciudad de México (D.F.)),2017,Clausura,11,Cruz Azul,Pachuca,5,0,home
143366,,2018-03-10 23:00:00,Estadio Universitario BUAP (Puebla),2017,Clausura,11,Lobos Buap,Guadalajara Chivas,0,1,away
143368,,2018-03-11 01:00:00,Estadio Universitario de Nuevo León (San Nicolás de los Garza),2017,Clausura,11,Tigres UANL,Club Tijuana,1,0,home
143369,,2018-03-11 03:00:00,Estadio Azteca (Ciudad de México (D.F.)),2017,Clausura,11,Club America,Leon,2,0,home
143370,,2018-03-11 18:00:00,Estadio Olímpico de Universitario (Ciudad de México (D.F.)),2017,Clausura,11,U.N.A.M. - Pumas,Toluca,0,1,away
143371,,2018-03-12 00:00:00,Estadio Nuevo Corona (Torreón),2017,Clausura,11,Santos Laguna,Monterrey,3,2,home
143372,,2018-03-17 01:00:00,Estadio Cuauhtémoc (Puebla),2017,Clausura,12,Puebla,Santos Laguna,0,1,away
143373,,2018-03-17 02:00:00,Estadio Caliente (Tijuana),2017,Clausura,12,Club Tijuana,Monarcas,1,1,draw
143374,,2018-03-17 23:00:00,Estadio Azul (Ciudad de México (D.F.)),2017,Clausura,12,Cruz Azul,U.N.A.M. - Pumas,1,1,draw
143375,,2018-03-18 01:00:00,Estadio BBVA Bancomer (Guadalupe),2017,Clausura,12,Monterrey,Club Queretaro,3,1,home
143376,,2018-03-18 01:06:00,Estadio León (Nou Camp) (León de los Aldamas),2017,Clausura,12,Leon,Lobos Buap,2,2,draw
143378,,2018-03-18 03:00:00,Estadio Azteca (Ciudad de México (D.F.)),2017,Clausura,12,Club America,Toluca,1,2,away
143377,,2018-03-18 03:00:00,Estadio Victoria de Aguascalientes (Aguascalientes),2017,Clausura,12,Necaxa,Pachuca,1,1,draw
143379,,2018-03-18 03:06:00,Estadio AKRON (Zapopan),2017,Clausura,12,Guadalajara Chivas,Tigres UANL,0,0,draw
143380,,2018-03-19 00:00:00,Estadio Luis de la Fuente (Veracruz),2017,Clausura,12,Veracruz,Atlas,3,1,home
143381,,2018-03-31 01:00:00,Estadio Generalísimo José María Morelos y Pavón (Morelia),2017,Clausura,13,Monarcas,Guadalajara Chivas,1,2,away
143382,,2018-03-31 03:00:00,Estadio Jalisco (Guadalajara),2017,Clausura,13,Atlas,Santos Laguna,3,2,home
143384,,2018-03-31 23:00:00,Estadio La Corregidora (Santiago de Querétaro),2017,Clausura,13,Club Queretaro,Puebla,2,1,home
143383,,2018-03-31 23:00:00,Estadio Universitario BUAP (Puebla),2017,Clausura,13,Lobos Buap,Toluca,1,2,away
143385,,2018-04-01 01:00:00,Estadio Universitario de Nuevo León (San Nicolás de los Garza),2017,Clausura,13,Tigres UANL,Leon,4,1,home
143386,,2018-04-01 01:06:00,Estadio Hidalgo (Pachuca de Soto),2017,Clausura,13,Pachuca,Monterrey,1,2,away
143387,,2018-04-01 03:00:00,Estadio Azteca (Ciudad de México (D.F.)),2017,Clausura,13,Club America,Cruz Azul,2,1,home
143388,,2018-04-01 17:00:00,Estadio Olímpico de Universitario (Ciudad de México (D.F.)),2017,Clausura,13,U.N.A.M. - Pumas,Necaxa,1,1,draw
143389,,2018-04-01 23:30:00,Estadio Luis de la Fuente (Veracruz),2017,Clausura,13,Veracruz,Club Tijuana,1,0,home
143390,,2018-04-07 00:00:00,Estadio Cuauhtémoc (Puebla),2017,Clausura,14,Puebla,Pachuca,2,6,away
143391,,2018-04-07 02:00:00,Estadio Caliente (Tijuana),2017,Clausura,14,Club Tijuana,Atlas,2,2,draw
143392,,2018-04-07 22:00:00,Estadio Azul (Ciudad de México (D.F.)),2017,Clausura,14,Cruz Azul,Lobos Buap,1,0,home
143393,,2018-04-08 00:00:00,Estadio BBVA Bancomer (Guadalupe),2017,Clausura,14,Monterrey,U.N.A.M. - Pumas,2,1,home
143394,,2018-04-08 00:06:00,Estadio León (Nou Camp) (León de los Aldamas),2017,Clausura,14,Leon,Monarcas,2,3,away
143395,,2018-04-08 02:00:00,Estadio Victoria de Aguascalientes (Aguascalientes),2017,Clausura,14,Necaxa,Club America,1,1,draw
143396,,2018-04-08 02:06:00,Estadio AKRON (Zapopan),2017,Clausura,14,Guadalajara Chivas,Veracruz,0,1,away
143397,,2018-04-08 17:00:00,Estadio Nemesio Díez (Toluca de Lerdo),2017,Clausura,14,Toluca,Tigres UANL,1,0,home
143398,,2018-04-08 23:00:00,Estadio Nuevo Corona (Torreón),2017,Clausura,14,Santos Laguna,Club Queretaro,3,0,home
143399,,2018-04-14 02:00:00,Estadio Caliente (Tijuana),2017,Clausura,15,Club Tijuana,Guadalajara Chivas,3,0,home
143400,,2018-04-14 02:00:00,Estadio Jalisco (Guadalajara),2017,Clausura,15,Atlas,Club Queretaro,1,0,home
143401,,2018-04-14 22:00:00,Estadio Universitario BUAP (Puebla),2017,Clausura,15,Lobos Buap,Necaxa,0,1,away
143402,,2018-04-15 00:00:00,Estadio Universitario de Nuevo León (San Nicolás de los Garza),2017,Clausura,15,Tigres UANL,Cruz Azul,2,2,draw
143403,,2018-04-15 00:06:00,Estadio Hidalgo (Pachuca de Soto),2017,Clausura,15,Pachuca,Santos Laguna,3,1,home
143404,,2018-04-15 01:30:00,Estadio Generalísimo José María Morelos y Pavón (Morelia),2017,Clausura,15,Monarcas,Toluca,0,1,away
143405,,2018-04-15 02:00:00,Estadio Azteca (Ciudad de México (D.F.)),2017,Clausura,15,Club America,Monterrey,0,0,draw
143406,,2018-04-15 17:00:00,Estadio Olímpico de Universitario (Ciudad de México (D.F.)),2017,Clausura,15,U.N.A.M. - Pumas,Puebla,4,2,home
143407,,2018-04-15 23:00:00,Estadio Luis de la Fuente (Veracruz),2017,Clausura,15,Veracruz,Leon,1,2,away
