id,date,stadium,season,tournament,round,home_team,away_team,home_goals,away_goals
1198551,2024-05-10 01:00:00+00:00,Estadio Olimpico Universitario,2023,Clausura,Quarter-finals,U.N.A.M. - Pumas,Cruz Azul,0,2
1197969,2024-05-10 03:10:00+00:00,Estadio Universitario,2023,Clausura,Quarter-finals,Tigres UANL,Monterrey,1,2
1198985,2024-05-12 00:00:00+00:00,Estadio Azteca,2023,Clausura,Quarter-finals,Club America,Pachuca,1,1
1197968,2024-05-12 02:10:00+00:00,Estadio Nemesio Diez,2023,Clausura,Quarter-finals,Toluca,Guadalajara Chivas,0,0
1198552,2024-05-13 01:00:00+00:00,Estadio Ciudad de los Deportes,2023,Clausura,Quarter-finals,Cruz Azul,U.N.A.M. - Pumas,2,2
1197970,2024-05-13 03:10:00+00:00,Estadio BBVA,2023,Clausura,Quarter-finals,Monterrey,Tigres UANL,1,1
1199963,2024-05-16 02:05:00+00:00,Estadio AKRON,2023,Clausura,Semi-finals,Guadalajara Chivas,Club America,0,0
1200174,2024-05-17 03:00:00+00:00,Estadio BBVA,2023,Clausura,Semi-finals,Monterrey,Cruz Azul,0,1
1199964,2024-05-19 02:00:00+00:00,Estadio Azteca,2023,Clausura,Semi-finals,Club America,Guadalajara Chivas,1,0
1200175,2024-05-20 00:00:00+00:00,Estadio Ciudad de los Deportes,2023,Clausura,Semi-finals,Cruz Azul,Monterrey,1,2
1200843,2024-05-24 02:00:00+00:00,Estadio Ciudad de los Deportes,2023,Clausura,Final,Cruz Azul,Club America,1,1
1200844,2024-05-27 01:00:00+00:00,Estadio Azteca,2023,Clausura,Final,Club America,Cruz Azul,1,0
721722,2021-07-23 02:00:00+00:00,Estadio La Corregidora,2021,Apertura,1,Club Queretaro,Club America,0,0
721723,2021-07-24 00:00:00+00:00,Estadio Victoria de Aguascalientes,2021,Apertura,1,Necaxa,Santos Laguna,0,3
721724,2021-07-24 02:00:00+00:00,Estadio Olimpico Benito Juarez,2021,Apertura,1,FC Juarez,Toluca,1,3
721725,2021-07-24 21:00:00+00:00,Estadio Hidalgo,2021,Apertura,1,Pachuca,Leon,4,0
721726,2021-07-25 02:00:00+00:00,Estadio AKRON,2021,Apertura,1,Guadalajara Chivas,Atletico San Luis,1,2
721727,2021-07-25 17:00:00+00:00,Estadio Olimpico de Universitario,2021,Apertura,1,U.N.A.M. - Pumas,Atlas,0,0
721728,2021-07-26 00:06:00+00:00,Estadio BBVA,2021,Apertura,1,Monterrey,Puebla,1,1
721729,2021-07-26 02:06:00+00:00,Estadio Caliente,2021,Apertura,1,Club Tijuana,Tigres UANL,1,2
721730,2021-07-27 01:00:00+00:00,Estadio Azteca,2021,Apertura,1,Cruz Azul,Mazatlan,0,2
721731,2021-07-31 00:00:00+00:00,Estadio de Mazatlan,2021,Apertura,2,Mazatlan,Pachuca,2,1
721732,2021-07-31 02:05:00+00:00,Estadio Cuauhtemoc,2021,Apertura,2,Puebla,Guadalajara Chivas,0,2
721737,2021-07-31 22:00:00+00:00,Estadio Leon,2021,Apertura,2,Leon,Club Tijuana,2,1
721733,2021-08-01 00:00:00+00:00,Estadio Azteca,2021,Apertura,2,Club America,Necaxa,2,1
721734,2021-08-01 02:00:00+00:00,Estadio BBVA,2021,Apertura,2,Monterrey,U.N.A.M. - Pumas,2,0
721735,2021-08-01 02:05:00+00:00,Estadio Jalisco,2021,Apertura,2,Atlas,FC Juarez,2,0
721736,2021-08-01 17:00:00+00:00,Estadio Nemesio Diez,2021,Apertura,2,Toluca,Tigres UANL,3,1
721738,2021-08-01 23:00:00+00:00,Estadio Nuevo Corona,2021,Apertura,2,Santos Laguna,Cruz Azul,1,1
721739,2021-08-03 02:00:00+00:00,Estadio Alfonso Lastras Ramirez,2021,Apertura,2,Atletico San Luis,Club Queretaro,1,1
721740,2021-08-06 02:00:00+00:00,Estadio La Corregidora,2021,Apertura,3,Club Queretaro,Leon,0,1
721741,2021-08-07 00:00:00+00:00,Estadio de Mazatlan,2021,Apertura,3,Mazatlan,Monterrey,1,1
721742,2021-08-07 02:05:00+00:00,Estadio Victoria de Aguascalientes,2021,Apertura,3,Necaxa,Cruz Azul,1,2
721743,2021-08-07 02:06:00+00:00,Estadio Caliente,2021,Apertura,3,Club Tijuana,Toluca,0,2
721747,2021-08-07 22:00:00+00:00,Estadio AKRON,2021,Apertura,3,Guadalajara Chivas,FC Juarez,2,2
721744,2021-08-08 00:00:00+00:00,Estadio Azteca,2021,Apertura,3,Club America,Puebla,2,0
721745,2021-08-08 02:00:00+00:00,Estadio Universitario de Nuevo Leon,2021,Apertura,3,Tigres UANL,Santos Laguna,1,1
721746,2021-08-08 17:00:00+00:00,Estadio Olimpico de Universitario,2021,Apertura,3,U.N.A.M. - Pumas,Atletico San Luis,1,3
721748,2021-08-10 02:00:00+00:00,Estadio Hidalgo,2021,Apertura,3,Pachuca,Atlas,0,1
721749,2021-08-13 02:00:00+00:00,Estadio Alfonso Lastras Ramirez,2021,Apertura,4,Atletico San Luis,Necaxa,0,2
721750,2021-08-14 00:00:00+00:00,Estadio Cuauhtemoc,2021,Apertura,4,Puebla,Tigres UANL,1,1
721751,2021-08-14 02:00:00+00:00,Estadio Olimpico Benito Juarez,2021,Apertura,4,FC Juarez,Club Tijuana,1,1
721755,2021-08-14 22:00:00+00:00,Estadio Olimpico de Universitario,2021,Apertura,4,U.N.A.M. - Pumas,Club Queretaro,0,0
721752,2021-08-15 00:00:00+00:00,Estadio Leon,2021,Apertura,4,Leon,Mazatlan,3,0
721754,2021-08-15 02:00:00+00:00,Estadio Azteca,2021,Apertura,4,Cruz Azul,Toluca,4,0
721753,2021-08-15 02:06:00+00:00,Estadio BBVA,2021,Apertura,4,Monterrey,Pachuca,3,1
721757,2021-08-15 22:00:00+00:00,Estadio Jalisco,2021,Apertura,4,Atlas,Club America,0,1
721756,2021-08-16 00:06:00+00:00,Estadio Nuevo Corona,2021,Apertura,4,Santos Laguna,Guadalajara Chivas,0,0
721761,2021-08-17 22:00:00+00:00,Estadio Nemesio Diez,2021,Apertura,5,Toluca,Mazatlan,2,2
721758,2021-08-18 00:00:00+00:00,Estadio Universitario de Nuevo Leon,2021,Apertura,5,Tigres UANL,Club Queretaro,3,0
721760,2021-08-18 02:00:00+00:00,Estadio Victoria de Aguascalientes,2021,Apertura,5,Necaxa,U.N.A.M. - Pumas,3,0
721759,2021-08-18 02:06:00+00:00,Estadio Caliente,2021,Apertura,5,Club Tijuana,Puebla,1,1
721763,2021-08-19 00:00:00+00:00,Estadio Nuevo Corona,2021,Apertura,5,Santos Laguna,Atlas,1,1
721762,2021-08-19 00:00:00+00:00,Estadio Azteca,2021,Apertura,5,Cruz Azul,Monterrey,1,1
721764,2021-08-19 02:00:00+00:00,Estadio AKRON,2021,Apertura,5,Guadalajara Chivas,Leon,0,3
721765,2021-08-19 02:00:00+00:00,Estadio Olimpico Benito Juarez,2021,Apertura,5,FC Juarez,Club America,1,2
721767,2021-08-21 02:00:00+00:00,Estadio de Mazatlan,2021,Apertura,6,Mazatlan,Tigres UANL,0,3
721772,2021-08-21 22:00:00+00:00,Estadio Jalisco,2021,Apertura,6,Atlas,Toluca,0,0
721768,2021-08-22 00:00:00+00:00,Estadio Leon,2021,Apertura,6,Leon,Santos Laguna,1,1
721769,2021-08-22 02:00:00+00:00,Estadio Alfonso Lastras Ramirez,2021,Apertura,6,Atletico San Luis,Cruz Azul,0,0
721770,2021-08-22 02:36:00+00:00,Estadio BBVA,2021,Apertura,6,Monterrey,Guadalajara Chivas,0,0
721771,2021-08-22 17:00:00+00:00,Estadio Olimpico de Universitario,2021,Apertura,6,U.N.A.M. - Pumas,Puebla,2,0
721775,2021-08-22 22:00:00+00:00,Estadio Azteca,2021,Apertura,6,Club America,Club Tijuana,2,0
721773,2021-08-23 00:00:00+00:00,Estadio Victoria de Aguascalientes,2021,Apertura,6,Necaxa,FC Juarez,1,0
721774,2021-08-23 02:00:00+00:00,Estadio La Corregidora,2021,Apertura,6,Club Queretaro,Pachuca,0,2
721777,2021-08-28 00:00:00+00:00,Estadio de Mazatlan,2021,Apertura,7,Mazatlan,Atletico San Luis,2,2
721776,2021-08-28 02:00:00+00:00,Estadio Cuauhtemoc,2021,Apertura,7,Puebla,Club Queretaro,1,0
721778,2021-08-28 02:06:00+00:00,Estadio Caliente,2021,Apertura,7,Club Tijuana,Monterrey,2,2
721782,2021-08-28 22:00:00+00:00,Estadio AKRON,2021,Apertura,7,Guadalajara Chivas,Necaxa,2,1
721779,2021-08-29 00:00:00+00:00,Estadio Universitario de Nuevo Leon,2021,Apertura,7,Tigres UANL,Atlas,1,1
721780,2021-08-29 02:00:00+00:00,Estadio Leon,2021,Apertura,7,Leon,Club America,1,1
721781,2021-08-29 17:00:00+00:00,Estadio Nemesio Diez,2021,Apertura,7,Toluca,U.N.A.M. - Pumas,2,1
721783,2021-08-29 23:00:00+00:00,Estadio Nuevo Corona,2021,Apertura,7,Santos Laguna,FC Juarez,2,0
721784,2021-08-30 01:00:00+00:00,Estadio Azteca,2021,Apertura,7,Cruz Azul,Pachuca,1,1
721785,2021-09-11 00:00:00+00:00,Estadio Cuauhtemoc,2021,Apertura,8,Puebla,Atletico San Luis,2,2
721787,2021-09-11 02:00:00+00:00,Estadio Olimpico Benito Juarez,2021,Apertura,8,FC Juarez,Cruz Azul,2,1
721786,2021-09-11 02:06:00+00:00,Estadio Caliente,2021,Apertura,8,Club Tijuana,Santos Laguna,2,1
721790,2021-09-11 22:00:00+00:00,Estadio Jalisco,2021,Apertura,8,Atlas,Monterrey,2,1
721788,2021-09-12 00:00:00+00:00,Estadio Universitario de Nuevo Leon,2021,Apertura,8,Tigres UANL,Leon,2,2
721789,2021-09-12 02:00:00+00:00,Estadio Azteca,2021,Apertura,8,Club America,Mazatlan,2,0
721792,2021-09-12 22:00:00+00:00,Estadio Olimpico de Universitario,2021,Apertura,8,U.N.A.M. - Pumas,Guadalajara Chivas,0,0
721791,2021-09-13 00:00:00+00:00,Estadio La Corregidora,2021,Apertura,8,Club Queretaro,Necaxa,3,0
721793,2021-09-14 02:00:00+00:00,Estadio Hidalgo,2021,Apertura,8,Pachuca,Toluca,1,2
721794,2021-09-17 00:00:00+00:00,Estadio Alfonso Lastras Ramirez,2021,Apertura,9,Atletico San Luis,Club Tijuana,4,1
721795,2021-09-18 02:00:00+00:00,Estadio Victoria de Aguascalientes,2021,Apertura,9,Necaxa,Atlas,0,3
721799,2021-09-18 22:00:00+00:00,Estadio Leon,2021,Apertura,9,Leon,FC Juarez,0,1
721797,2021-09-19 00:00:00+00:00,Estadio Nemesio Diez,2021,Apertura,9,Toluca,Club America,3,1
721798,2021-09-19 02:00:00+00:00,Estadio AKRON,2021,Apertura,9,Guadalajara Chivas,Pachuca,1,0
721796,2021-09-19 02:00:00+00:00,Estadio de Mazatlan,2021,Apertura,9,Mazatlan,U.N.A.M. - Pumas,2,2
721801,2021-09-20 00:00:00+00:00,Estadio Azteca,2021,Apertura,9,Cruz Azul,Club Queretaro,2,0
721800,2021-09-20 00:06:00+00:00,Estadio BBVA,2021,Apertura,9,Monterrey,Tigres UANL,2,0
721802,2021-09-20 02:06:00+00:00,Estadio Nuevo Corona,2021,Apertura,9,Santos Laguna,Puebla,1,1
721839,2021-09-22 02:00:00+00:00,Estadio Olimpico Benito Juarez,2021,Apertura,14,FC Juarez,Atletico San Luis,1,0
721812,2021-09-23 00:06:00+00:00,Estadio BBVA,2021,Apertura,11,Monterrey,Toluca,2,0
721803,2021-09-24 02:00:00+00:00,Estadio Hidalgo,2021,Apertura,10,Pachuca,Necaxa,1,0
721804,2021-09-25 01:00:00+00:00,Estadio Cuauhtemoc,2021,Apertura,10,Puebla,Cruz Azul,1,1
721806,2021-09-25 02:06:00+00:00,Estadio Caliente,2021,Apertura,10,Club Tijuana,Mazatlan,0,0
721810,2021-09-25 22:00:00+00:00,Estadio Jalisco,2021,Apertura,10,Atlas,Leon,2,0
721807,2021-09-26 00:00:00+00:00,Estadio Universitario de Nuevo Leon,2021,Apertura,10,Tigres UANL,U.N.A.M. - Pumas,0,0
721808,2021-09-26 02:00:00+00:00,Estadio Azteca,2021,Apertura,10,Club America,Guadalajara Chivas,0,0
721809,2021-09-26 17:00:00+00:00,Estadio Nemesio Diez,2021,Apertura,10,Toluca,Atletico San Luis,1,2
721811,2021-09-27 00:06:00+00:00,Estadio Nuevo Corona,2021,Apertura,10,Santos Laguna,Monterrey,1,2
721816,2021-09-28 22:00:00+00:00,Estadio Victoria de Aguascalientes,2021,Apertura,11,Necaxa,Club Tijuana,3,0
721815,2021-09-29 00:00:00+00:00,Estadio de Mazatlan,2021,Apertura,11,Mazatlan,FC Juarez,3,1
721813,2021-09-29 02:00:00+00:00,Estadio Jalisco,2021,Apertura,11,Atlas,Puebla,0,1
721814,2021-09-29 02:05:00+00:00,Estadio Hidalgo,2021,Apertura,11,Pachuca,Club America,1,1
721818,2021-09-29 22:00:00+00:00,Estadio Alfonso Lastras Ramirez,2021,Apertura,11,Atletico San Luis,Tigres UANL,0,3
721817,2021-09-30 02:15:00+00:00,Estadio La Corregidora,2021,Apertura,11,Club Queretaro,Guadalajara Chivas,1,0
721821,2021-10-02 00:00:00+00:00,Estadio Cuauhtemoc,2021,Apertura,12,Puebla,Pachuca,1,2
721822,2021-10-02 02:00:00+00:00,Estadio Olimpico Benito Juarez,2021,Apertura,12,FC Juarez,Monterrey,3,1
721826,2021-10-02 22:00:00+00:00,Estadio Leon,2021,Apertura,12,Leon,Atletico San Luis,0,0
721827,2021-10-03 00:06:00+00:00,Estadio Nuevo Corona,2021,Apertura,12,Santos Laguna,Mazatlan,1,0
721823,2021-10-03 02:00:00+00:00,Estadio AKRON,2021,Apertura,12,Guadalajara Chivas,Atlas,0,1
721825,2021-10-03 17:00:00+00:00,Estadio Nemesio Diez,2021,Apertura,12,Toluca,Club Queretaro,1,1
721824,2021-10-03 22:00:00+00:00,Estadio Azteca,2021,Apertura,12,Club America,U.N.A.M. - Pumas,2,0
721829,2021-10-04 00:00:00+00:00,Estadio Universitario de Nuevo Leon,2021,Apertura,12,Tigres UANL,Necaxa,0,0
721828,2021-10-04 02:06:00+00:00,Estadio Caliente,2021,Apertura,12,Club Tijuana,Cruz Azul,0,1
721805,2021-10-09 00:00:00+00:00,Estadio Olimpico Benito Juarez,2021,Apertura,10,FC Juarez,Club Queretaro,0,0
721830,2021-10-15 01:00:00+00:00,Estadio La Corregidora,2021,Apertura,13,Club Queretaro,Club Tijuana,1,1
721831,2021-10-16 00:00:00+00:00,Estadio Victoria de Aguascalientes,2021,Apertura,13,Necaxa,Puebla,0,1
721832,2021-10-16 02:00:00+00:00,Estadio de Mazatlan,2021,Apertura,13,Mazatlan,Atlas,1,0
721837,2021-10-16 22:00:00+00:00,Estadio BBVA,2021,Apertura,13,Monterrey,Leon,0,1
721834,2021-10-17 00:00:00+00:00,Estadio Alfonso Lastras Ramirez,2021,Apertura,13,Atletico San Luis,Club America,0,1
721833,2021-10-17 00:05:00+00:00,Estadio Hidalgo,2021,Apertura,13,Pachuca,Santos Laguna,1,1
721835,2021-10-17 02:00:00+00:00,Estadio Azteca,2021,Apertura,13,Cruz Azul,Tigres UANL,1,1
721836,2021-10-17 17:00:00+00:00,Estadio Olimpico de Universitario,2021,Apertura,13,U.N.A.M. - Pumas,FC Juarez,1,0
721838,2021-10-17 22:00:00+00:00,Estadio AKRON,2021,Apertura,13,Guadalajara Chivas,Toluca,2,0
721843,2021-10-19 22:00:00+00:00,Estadio La Corregidora,2021,Apertura,14,Club Queretaro,Monterrey,1,0
721840,2021-10-20 00:00:00+00:00,Estadio Cuauhtemoc,2021,Apertura,14,Puebla,Mazatlan,2,0
721841,2021-10-20 00:05:00+00:00,Estadio Azteca,2021,Apertura,14,Club America,Santos Laguna,2,1
721842,2021-10-20 02:05:00+00:00,Estadio Jalisco,2021,Apertura,14,Atlas,Cruz Azul,0,0
721844,2021-10-21 00:00:00+00:00,Estadio Nemesio Diez,2021,Apertura,14,Toluca,Necaxa,1,1
721845,2021-10-21 00:00:00+00:00,Estadio Leon,2021,Apertura,14,Leon,U.N.A.M. - Pumas,1,2
721846,2021-10-21 02:00:00+00:00,Estadio Universitario de Nuevo Leon,2021,Apertura,14,Tigres UANL,Pachuca,3,0
721847,2021-10-21 02:06:00+00:00,Estadio Caliente,2021,Apertura,14,Club Tijuana,Guadalajara Chivas,0,0
721848,2021-10-23 02:00:00+00:00,Estadio de Mazatlan,2021,Apertura,15,Mazatlan,Club Queretaro,2,1
721852,2021-10-23 22:00:00+00:00,Estadio Cuauhtemoc,2021,Apertura,15,Puebla,Leon,0,1
721849,2021-10-24 00:00:00+00:00,Estadio Azteca,2021,Apertura,15,Club America,Tigres UANL,1,0
721850,2021-10-24 02:00:00+00:00,Estadio AKRON,2021,Apertura,15,Guadalajara Chivas,Cruz Azul,1,1
721851,2021-10-24 17:00:00+00:00,Estadio Olimpico de Universitario,2021,Apertura,15,U.N.A.M. - Pumas,Club Tijuana,3,1
721853,2021-10-24 22:06:00+00:00,Estadio BBVA,2021,Apertura,15,Monterrey,Necaxa,0,1
721855,2021-10-25 00:00:00+00:00,Estadio Alfonso Lastras Ramirez,2021,Apertura,15,Atletico San Luis,Atlas,2,6
721854,2021-10-25 00:06:00+00:00,Estadio Nuevo Corona,2021,Apertura,15,Santos Laguna,Toluca,2,2
721856,2021-10-25 02:00:00+00:00,Estadio Hidalgo,2021,Apertura,15,Pachuca,FC Juarez,1,1
721857,2021-10-29 00:00:00+00:00,Estadio Jalisco,2021,Apertura,16,Atlas,Club Tijuana,0,2
721858,2021-10-30 00:00:00+00:00,Estadio Victoria de Aguascalientes,2021,Apertura,16,Necaxa,Mazatlan,2,1
721859,2021-10-30 02:00:00+00:00,Estadio Olimpico Benito Juarez,2021,Apertura,16,FC Juarez,Puebla,0,2
721860,2021-10-30 23:00:00+00:00,Estadio La Corregidora,2021,Apertura,16,Club Queretaro,Santos Laguna,2,3
721861,2021-10-31 01:06:00+00:00,Estadio Hidalgo,2021,Apertura,16,Pachuca,U.N.A.M. - Pumas,1,1
721862,2021-10-31 02:10:00+00:00,Estadio Universitario de Nuevo Leon,2021,Apertura,16,Tigres UANL,Guadalajara Chivas,2,1
721863,2021-10-31 18:00:00+00:00,Estadio Nemesio Diez,2021,Apertura,16,Toluca,Leon,0,0
721864,2021-10-31 23:05:00+00:00,Estadio Azteca,2021,Apertura,16,Cruz Azul,Club America,2,1
721865,2021-11-01 01:05:00+00:00,Estadio Alfonso Lastras Ramirez,2021,Apertura,16,Atletico San Luis,Monterrey,1,1
721766,2021-11-04 01:00:00+00:00,Estadio Hidalgo,2021,Apertura,5,Pachuca,Atletico San Luis,0,0
721819,2021-11-04 03:00:00+00:00,Estadio Azteca,2021,Apertura,11,Cruz Azul,Leon,0,1
721820,2021-11-05 01:00:00+00:00,Estadio Olimpico de Universitario,2021,Apertura,11,U.N.A.M. - Pumas,Santos Laguna,0,3
721866,2021-11-05 03:00:00+00:00,Estadio Jalisco,2021,Apertura,17,Atlas,Club Queretaro,2,0
721867,2021-11-06 01:00:00+00:00,Estadio Cuauhtemoc,2021,Apertura,17,Puebla,Toluca,1,0
721868,2021-11-06 03:00:00+00:00,Estadio de Mazatlan,2021,Apertura,17,Mazatlan,Guadalajara Chivas,0,1
721869,2021-11-06 23:00:00+00:00,Estadio Leon,2021,Apertura,17,Leon,Necaxa,3,0
721870,2021-11-07 01:00:00+00:00,Estadio Azteca,2021,Apertura,17,Club America,Monterrey,0,0
721871,2021-11-07 03:00:00+00:00,Estadio Universitario de Nuevo Leon,2021,Apertura,17,Tigres UANL,FC Juarez,3,0
721872,2021-11-07 03:06:00+00:00,Estadio Caliente,2021,Apertura,17,Club Tijuana,Pachuca,3,2
721873,2021-11-07 23:00:00+00:00,Estadio Olimpico de Universitario,2021,Apertura,17,U.N.A.M. - Pumas,Cruz Azul,4,3
721874,2021-11-08 01:06:00+00:00,Estadio Nuevo Corona,2021,Apertura,17,Santos Laguna,Atletico San Luis,0,0
812182,2021-11-21 01:00:00+00:00,Estadio Nuevo Corona,2021,Apertura,Reclasificacion,Santos Laguna,Atletico San Luis,2,0
812184,2021-11-21 03:00:00+00:00,Estadio Cuauhtemoc,2021,Apertura,Reclasificacion,Puebla,Guadalajara Chivas,2,2
812183,2021-11-21 23:00:00+00:00,Estadio Nemesio Diez,2021,Apertura,Reclasificacion,Toluca,U.N.A.M. - Pumas,1,2
812185,2021-11-22 01:15:00+00:00,Estadio Azteca,2021,Apertura,Reclasificacion,Cruz Azul,Monterrey,1,4
813305,2021-11-25 01:00:00+00:00,Estadio Olimpico de Universitario,2021,Apertura,Quarter-finals,U.N.A.M. - Pumas,Club America,0,0
813307,2021-11-25 03:05:00+00:00,Estadio BBVA,2021,Apertura,Quarter-finals,Monterrey,Atlas,0,0
813309,2021-11-26 01:00:00+00:00,Estadio Cuauhtemoc,2021,Apertura,Quarter-finals,Puebla,Leon,2,1
813311,2021-11-26 03:05:00+00:00,Estadio Nuevo Corona,2021,Apertura,Quarter-finals,Santos Laguna,Tigres UANL,2,1
813306,2021-11-28 01:00:00+00:00,Estadio Azteca,2021,Apertura,Quarter-finals,Club America,U.N.A.M. - Pumas,1,3
813308,2021-11-28 03:05:00+00:00,Estadio Jalisco,2021,Apertura,Quarter-finals,Atlas,Monterrey,1,1
813312,2021-11-29 00:00:00+00:00,Estadio Universitario de Nuevo Leon,2021,Apertura,Quarter-finals,Tigres UANL,Santos Laguna,1,0
813310,2021-11-29 02:05:00+00:00,Estadio Leon,2021,Apertura,Quarter-finals,Leon,Puebla,2,0
814001,2021-12-02 03:00:00+00:00,Estadio Universitario de Nuevo Leon,2021,Apertura,Semi-finals,Tigres UANL,Leon,2,1
814003,2021-12-03 03:00:00+00:00,Estadio Olimpico de Universitario,2021,Apertura,Semi-finals,U.N.A.M. - Pumas,Atlas,0,1
814002,2021-12-05 03:00:00+00:00,Estadio Leon,2021,Apertura,Semi-finals,Leon,Tigres UANL,2,1
814004,2021-12-06 01:00:00+00:00,Estadio Jalisco,2021,Apertura,Semi-finals,Atlas,U.N.A.M. - Pumas,0,1
815205,2021-12-10 03:00:00+00:00,Estadio Leon,2021,Apertura,Finals,Leon,Atlas,3,2
815206,2021-12-13 02:15:00+00:00,Estadio Jalisco,2021,Apertura,Finals,Atlas,Leon,1,0
816329,2022-01-07 03:00:00+00:00,Estadio Alfonso Lastras Ramirez,2021,Clausura,1,Atletico San Luis,Pachuca,0,2
816330,2022-01-08 01:00:00+00:00,Estadio Olimpico Benito Juarez,2021,Clausura,1,FC Juarez,Necaxa,2,1
816331,2022-01-08 03:00:00+00:00,Estadio Cuauhtemoc,2021,Clausura,1,Puebla,Club America,1,1
816332,2022-01-09 01:06:00+00:00,Estadio BBVA,2021,Clausura,1,Monterrey,Club Queretaro,0,0
816334,2022-01-09 03:00:00+00:00,Estadio Azteca,2021,Clausura,1,Cruz Azul,Club Tijuana,2,0
816336,2022-01-10 00:00:00+00:00,Estadio AKRON,2021,Clausura,1,Guadalajara Chivas,Mazatlan,3,0
816335,2022-01-11 03:00:00+00:00,Estadio Olimpico de Universitario,2021,Clausura,1,U.N.A.M. - Pumas,Toluca,5,0
816333,2022-01-13 02:06:00+00:00,Estadio Nuevo Corona,2021,Clausura,1,Santos Laguna,Tigres UANL,1,1
816338,2022-01-15 01:00:00+00:00,Estadio La Corregidora,2021,Clausura,2,Club Queretaro,U.N.A.M. - Pumas,1,3
816339,2022-01-15 03:00:00+00:00,Estadio Victoria de Aguascalientes,2021,Clausura,2,Necaxa,Monterrey,0,4
816340,2022-01-15 23:00:00+00:00,Estadio Jalisco,2021,Clausura,2,Atlas,Atletico San Luis,1,0
816341,2022-01-16 01:00:00+00:00,Estadio Universitario de Nuevo Leon,2021,Clausura,2,Tigres UANL,Puebla,0,2
816342,2022-01-16 03:00:00+00:00,Estadio Azteca,2021,Clausura,2,Cruz Azul,FC Juarez,1,0
816343,2022-01-16 03:06:00+00:00,Estadio Caliente,2021,Clausura,2,Club Tijuana,Leon,1,1
816344,2022-01-16 18:00:00+00:00,Estadio Nemesio Diez,2021,Clausura,2,Toluca,Santos Laguna,3,1
816345,2022-01-16 23:00:00+00:00,Estadio Hidalgo,2021,Clausura,2,Pachuca,Guadalajara Chivas,2,1
816337,2022-01-20 03:00:00+00:00,Estadio Leon,2021,Clausura,1,Leon,Atlas,1,1
816347,2022-01-21 03:00:00+00:00,Estadio Alfonso Lastras Ramirez,2021,Clausura,3,Atletico San Luis,FC Juarez,0,1
816348,2022-01-22 03:00:00+00:00,Estadio de Mazatlan,2021,Clausura,3,Mazatlan,Toluca,1,2
816350,2022-01-22 23:00:00+00:00,Estadio AKRON,2021,Clausura,3,Guadalajara Chivas,Club Queretaro,1,1
816351,2022-01-23 01:00:00+00:00,Estadio Leon,2021,Clausura,3,Leon,Pachuca,2,1
816352,2022-01-23 03:00:00+00:00,Estadio Azteca,2021,Clausura,3,Club America,Atlas,0,2
816353,2022-01-23 03:06:00+00:00,Estadio BBVA,2021,Clausura,3,Monterrey,Cruz Azul,2,2
816354,2022-01-23 18:00:00+00:00,Estadio Olimpico de Universitario,2021,Clausura,3,U.N.A.M. - Pumas,Tigres UANL,1,2
816355,2022-01-24 01:00:00+00:00,Estadio Nuevo Corona,2021,Clausura,3,Santos Laguna,Necaxa,1,4
816349,2022-01-29 03:00:00+00:00,Estadio Cuauhtemoc,2021,Clausura,3,Puebla,Club Tijuana,3,1
816356,2022-02-05 23:00:00+00:00,Estadio Victoria de Aguascalientes,2021,Clausura,4,Necaxa,Pachuca,1,3
816357,2022-02-06 01:00:00+00:00,Estadio Azteca,2021,Clausura,4,Club America,Atletico San Luis,2,3
816359,2022-02-06 03:06:00+00:00,Estadio Caliente,2021,Clausura,4,Club Tijuana,U.N.A.M. - Pumas,1,0
816360,2022-02-06 22:00:00+00:00,Estadio La Corregidora,2021,Clausura,4,Club Queretaro,Puebla,0,2
816361,2022-02-07 00:00:00+00:00,Estadio Jalisco,2021,Clausura,4,Atlas,Santos Laguna,2,1
816362,2022-02-07 02:00:00+00:00,Estadio Universitario de Nuevo Leon,2021,Clausura,4,Tigres UANL,Mazatlan,4,3
816363,2022-02-08 03:05:00+00:00,Estadio Leon,2021,Clausura,4,Leon,Cruz Azul,0,1
816358,2022-02-10 01:00:00+00:00,Estadio Olimpico Benito Juarez,2021,Clausura,4,FC Juarez,Guadalajara Chivas,1,3
816365,2022-02-12 01:00:00+00:00,Estadio de Mazatlan,2021,Clausura,5,Mazatlan,Club Tijuana,2,0
816366,2022-02-12 03:00:00+00:00,Estadio Cuauhtemoc,2021,Clausura,5,Puebla,Atlas,1,1
816372,2022-02-12 23:00:00+00:00,Estadio AKRON,2021,Clausura,5,Guadalajara Chivas,Tigres UANL,1,3
816367,2022-02-12 23:00:00+00:00,Estadio Alfonso Lastras Ramirez,2021,Clausura,5,Atletico San Luis,Toluca,0,1
816368,2022-02-13 01:00:00+00:00,Estadio Azteca,2021,Clausura,5,Cruz Azul,Necaxa,1,2
816369,2022-02-13 03:00:00+00:00,Estadio Nuevo Corona,2021,Clausura,5,Santos Laguna,Club America,2,3
816370,2022-02-13 18:00:00+00:00,Estadio Olimpico de Universitario,2021,Clausura,5,U.N.A.M. - Pumas,Leon,2,1
816371,2022-02-15 03:00:00+00:00,Estadio Hidalgo,2021,Clausura,5,Pachuca,Club Queretaro,2,2
816346,2022-02-17 01:00:00+00:00,Estadio de Mazatlan,2021,Clausura,2,Mazatlan,Club America,2,1
816374,2022-02-19 01:00:00+00:00,Estadio Cuauhtemoc,2021,Clausura,6,Puebla,Monterrey,1,0
